wbps_gene_id,principal_transcript_id,principal_cds_length,principal_isoform_type,genome_name,gene_description,transcript_biotype,species
TTRE9178,TTRE9178_t1,323.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2302,TTRE2302_t1,732.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1162,TTRE1162_t1,254.0,protein_coding,,Protein MEMO1  [Source:UniProtKB/TrEMBL;Acc:A0A077Z2R7],protein_coding,trtricprjeb535
TTRE9796,TTRE9796_t1,131.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10620,TTRE10620_t1,413.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10062,TTRE10062_t1,253.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11999,TTRE11999_t1,881.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6436,TTRE6436_t1,809.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6086,TTRE6086_t1,458.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1411,TTRE1411_t1,386.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE12669,TTRE12669_t1,263.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5675,TTRE5675_t1,233.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2071,TTRE2071_t1,252.0,protein_coding,,T-complex protein 1 subunit beta  [Source:UniProtKB/TrEMBL;Acc:A0A077ZGW0],protein_coding,trtricprjeb535
TTRE8768,TTRE8768_t1,424.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE420,TTRE420_t1,405.0,protein_coding,,Allograft inflammatory factor 1  [Source:UniProtKB/TrEMBL;Acc:A0A077ZJ15],protein_coding,trtricprjeb535
TTRE11022,TTRE11022_t1,1061.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8316,TTRE8316_t1,271.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10867,TTRE10867_t1,255.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7717,TTRE7717_t1,404.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11223,TTRE11223_t1,449.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8212,TTRE8212_t1,206.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8963,TTRE8963_t1,398.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6115,TTRE6115_t1,389.0,protein_coding,,Ragulator complex protein LAMTOR3  [Source:UniProtKB/TrEMBL;Acc:A0A077ZCM6],protein_coding,trtricprjeb535
TTRE8199,TTRE8199_t1,413.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4088,TTRE4088_t1,221.0,protein_coding,,SCP2 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z055],protein_coding,trtricprjeb535
TTRE3506,TTRE3506_t1,289.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE3909,TTRE3909_t1,817.0,protein_coding,,"Potassium channels protein 7, TWiK family  [Source:UniProtKB/TrEMBL;Acc:A0A077YW62]",protein_coding,trtricprjeb535
TTRE12649,TTRE12649_t1,280.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9071,TTRE9071_t1,152.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6059,TTRE6059_t1,470.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4122,TTRE4122_t1,368.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1969,TTRE1969_t1,843.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE593,TTRE593_t1,1919.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1693,TTRE1693_t1,221.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1650,TTRE1650_t1,363.0,protein_coding,,PALP domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZG83],protein_coding,trtricprjeb535
TTRE2348,TTRE2348_t1,196.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10110,TTRE10110_t1,857.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9316,TTRE9316_t1,228.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4779,TTRE4779_t1,239.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10034,TTRE10034_t1,4036.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4725,TTRE4725_t1,788.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9644,TTRE9644_t1,350.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10306,TTRE10306_t1,1649.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4336,TTRE4336_t1,569.0,protein_coding,,DUF3469 domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z9S5],protein_coding,trtricprjeb535
TTRE10203,TTRE10203_t1,239.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE861,TTRE861_t1,175.0,protein_coding,,Obg-like ATPase 1  [Source:UniProtKB/TrEMBL;Acc:A0A077Z0C0],protein_coding,trtricprjeb535
TTRE7989,TTRE7989_t1,263.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5668,TTRE5668_t1,3038.0,protein_coding,,DUF3825 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZJ48],protein_coding,trtricprjeb535
TTRE6054,TTRE6054_t1,265.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE827,TTRE827_t1,877.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11916,TTRE11916_t1,308.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9897,TTRE9897_t1,276.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10615,TTRE10615_t1,5393.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE12332,TTRE12332_t1,319.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10055,TTRE10055_t1,438.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7742,TTRE7742_t1,907.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9014,TTRE9014_t1,242.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4120,TTRE4120_t1,725.0,protein_coding,,LRR 8 and LRR 1 and PP2C and LRR 7 domain contain ing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z151],protein_coding,trtricprjeb535
TTRE7318,TTRE7318_t1,743.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7744,TTRE7744_t1,707.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1083,TTRE1083_t1,521.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8326,TTRE8326_t1,341.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1651,TTRE1651_t1,683.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE304,TTRE304_t3,274.0,protein_coding,,CAP GLY domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZI45],protein_coding,trtricprjeb535
TTRE10308,TTRE10308_t1,1185.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10711,TTRE10711_t1,445.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8478,TTRE8478_t1,269.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2383,TTRE2383_t1,204.0,protein_coding,,Prostamide:prostaglandin F synthase  [Source:UniProtKB/TrEMBL;Acc:A0A077Z8J8],protein_coding,trtricprjeb535
TTRE12280,TTRE12280_t1,173.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5925,TTRE5925_t1,528.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9302,TTRE9302_t1,180.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7713,TTRE7713_t1,935.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE716,TTRE716_t1,371.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7899,TTRE7899_t1,368.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1776,TTRE1776_t1,285.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6555,TTRE6555_t1,337.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6110,TTRE6110_t1,145.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1545,TTRE1545_t1,279.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10598,TTRE10598_t1,2852.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE481,TTRE481_t1,1052.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7197,TTRE7197_t1,300.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE12374,TTRE12374_t1,289.0,protein_coding,,Tetraspanin family protein  [Source:UniProtKB/TrEMBL;Acc:A0A077YZK7],protein_coding,trtricprjeb535
TTRE5166,TTRE5166_t1,992.0,protein_coding,,Pkinase domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZD84],protein_coding,trtricprjeb535
TTRE124,TTRE124_t1,545.0,protein_coding,,Polyhomeotic protein 1 like  [Source:UniProtKB/TrEMBL;Acc:A0A077ZDT5],protein_coding,trtricprjeb535
TTRE6188,TTRE6188_t1,278.0,protein_coding,,Glycosyltransferase family 4 protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZHU1],protein_coding,trtricprjeb535
TTRE11349,TTRE11349_t1,212.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5254,TTRE5254_t1,205.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1997,TTRE1997_t1,185.0,protein_coding,,Dynein light chain  [Source:UniProtKB/TrEMBL;Acc:A0A077YZL4],protein_coding,trtricprjeb535
TTRE2061,TTRE2061_t1,140.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8446,TTRE8446_t1,226.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10367,TTRE10367_t1,423.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10207,TTRE10207_t1,3932.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8677,TTRE8677_t1,500.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6529,TTRE6529_t1,241.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1407,TTRE1407_t1,2154.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11064,TTRE11064_t1,578.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE12032,TTRE12032_t1,383.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6655,TTRE6655_t1,250.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9892,TTRE9892_t1,166.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2266,TTRE2266_t2,385.0,protein_coding,,Nucleolar protein 6  [Source:UniProtKB/TrEMBL;Acc:A0A077ZIT1],protein_coding,trtricprjeb535
TTRE6388,TTRE6388_t1,794.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1998,TTRE1998_t1,212.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9410,TTRE9410_t1,169.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5632,TTRE5632_t1,162.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6564,TTRE6564_t1,192.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2938,TTRE2938_t1,2744.0,protein_coding,,I-set and fn3 and Ig 2 domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZH54],protein_coding,trtricprjeb535
TTRE1273,TTRE1273_t1,228.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE896,TTRE896_t1,118.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE12295,TTRE12295_t1,246.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10766,TTRE10766_t1,908.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9781,TTRE9781_t1,439.0,protein_coding,,Cuticle collagen rol-6  [Source:UniProtKB/TrEMBL;Acc:A0A077YXF0],protein_coding,trtricprjeb535
TTRE5828,TTRE5828_t1,185.0,protein_coding,,LanC protein 2  [Source:UniProtKB/TrEMBL;Acc:A0A077Z032],protein_coding,trtricprjeb535
TTRE5016,TTRE5016_t2,588.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9138,TTRE9138_t1,469.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1371,TTRE1371_t1,161.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1296,TTRE1296_t1,323.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2019,TTRE2019_t1,300.0,protein_coding,,Serine/threonine-protein kinase RIO3  [Source:UniProtKB/TrEMBL;Acc:A0A077Z9Z0],protein_coding,trtricprjeb535
TTRE766,TTRE766_t1,449.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE3065,TTRE3065_t1,160.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE555,TTRE555_t1,362.0,protein_coding,,"Dynein light chain LC6, flagellar outer arm  [Source:UniProtKB/TrEMBL;Acc:A0A077ZJK8]",protein_coding,trtricprjeb535
TTRE11684,TTRE11684_t1,338.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8012,TTRE8012_t1,797.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE185,TTRE185_t1,191.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6440,TTRE6440_t1,154.0,protein_coding,,NTF2 domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZMP3],protein_coding,trtricprjeb535
TTRE1854,TTRE1854_t1,2433.0,protein_coding,,Ank 5 and Ank 2 domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z9P2],protein_coding,trtricprjeb535
TTRE7578,TTRE7578_t1,436.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9223,TTRE9223_t1,334.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4522,TTRE4522_t1,447.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4689,TTRE4689_t1,1190.0,protein_coding,,CRAL TRIO domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z5I4],protein_coding,trtricprjeb535
TTRE709,TTRE709_t1,513.0,protein_coding,,Tumor necrosis factor receptor superfamily  [Source:UniProtKB/TrEMBL;Acc:A0A077YWJ8],protein_coding,trtricprjeb535
TTRE12465,TTRE12465_t1,368.0,protein_coding,,proline--tRNA ligase  [Source:UniProtKB/TrEMBL;Acc:A0A077ZMG2],protein_coding,trtricprjeb535
TTRE9564,TTRE9564_t1,281.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5081,TTRE5081_t1,219.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6146,TTRE6146_t1,548.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6625,TTRE6625_t1,363.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6291,TTRE6291_t1,884.0,protein_coding,,DNA directed RNA polymerase III subunit RPC6  [Source:UniProtKB/TrEMBL;Acc:A0A077ZFD4],protein_coding,trtricprjeb535
TTRE10371,TTRE10371_t1,1811.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11033,TTRE11033_t1,563.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE3268,TTRE3268_t1,116.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE12063,TTRE12063_t1,230.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE3135,TTRE3135_t1,735.0,protein_coding,,Round spermatid basic protein 1 protein  [Source:UniProtKB/TrEMBL;Acc:A0A077YYN3],protein_coding,trtricprjeb535
TTRE4843,TTRE4843_t1,144.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7477,TTRE7477_t1,138.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10479,TTRE10479_t1,250.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6964,TTRE6964_t1,917.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11291,TTRE11291_t1,351.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10142,TTRE10142_t1,691.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5760,TTRE5760_t2,482.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8110,TTRE8110_t1,926.0,protein_coding,,Cdk5 activator protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZCB5],protein_coding,trtricprjeb535
TTRE12643,TTRE12643_t1,2135.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11319,TTRE11319_t1,436.0,protein_coding,,La protein 4  [Source:UniProtKB/TrEMBL;Acc:A0A077Z6U8],protein_coding,trtricprjeb535
TTRE3954,TTRE3954_t1,203.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9846,TTRE9846_t1,256.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1000,TTRE1000_t1,395.0,protein_coding,,BTB 2 domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZF74],protein_coding,trtricprjeb535
TTRE2241,TTRE2241_t1,338.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4835,TTRE4835_t1,600.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE566,TTRE566_t1,452.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE3233,TTRE3233_t1,258.0,protein_coding,,Mannose 1 phosphate guanyltransferase beta  [Source:UniProtKB/TrEMBL;Acc:A0A077YY15],protein_coding,trtricprjeb535
TTRE6817,TTRE6817_t1,1578.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE12135,TTRE12135_t1,1340.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE3672,TTRE3672_t1,294.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE12524,TTRE12524_t1,407.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11502,TTRE11502_t1,266.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5027,TTRE5027_t1,236.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2411,TTRE2411_t1,184.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5276,TTRE5276_t1,1274.0,protein_coding,,Sodium/potassium-transporting ATPase subunit beta-1-interacting protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z785],protein_coding,trtricprjeb535
TTRE11085,TTRE11085_t1,314.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11682,TTRE11682_t1,350.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1059,TTRE1059_t1,408.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE12667,TTRE12667_t1,237.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE531,TTRE531_t1,502.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE23,TTRE23_t1,314.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6738,TTRE6738_t1,503.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE3833,TTRE3833_t1,272.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE677,TTRE677_t1,1979.0,protein_coding,,Frizzled-4  [Source:UniProtKB/TrEMBL;Acc:A0A077Z0S0],protein_coding,trtricprjeb535
TTRE8612,TTRE8612_t1,1592.0,protein_coding,,RBR-type E3 ubiquitin transferase  [Source:UniProtKB/TrEMBL;Acc:A0A077Z2R2],protein_coding,trtricprjeb535
TTRE7172,TTRE7172_t1,473.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11148,TTRE11148_t1,221.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9219,TTRE9219_t1,160.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11636,TTRE11636_t1,405.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5712,TTRE5712_t1,197.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11755,TTRE11755_t1,368.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6807,TTRE6807_t1,1250.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE881,TTRE881_t1,219.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6525,TTRE6525_t1,2099.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9660,TTRE9660_t1,131.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8789,TTRE8789_t1,331.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4073,TTRE4073_t1,202.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6490,TTRE6490_t1,656.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE3626,TTRE3626_t1,1796.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9902,TTRE9902_t1,269.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9502,TTRE9502_t1,189.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1951,TTRE1951_t1,299.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1824,TTRE1824_t1,236.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE5751,TTRE5751_t1,207.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1817,TTRE1817_t1,196.0,protein_coding,,Actin protein 6A like  [Source:UniProtKB/TrEMBL;Acc:A0A077ZFF5],protein_coding,trtricprjeb535
TTRE4596,TTRE4596_t1,219.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE3738,TTRE3738_t1,1091.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1839,TTRE1839_t1,488.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE8549,TTRE8549_t1,3947.0,protein_coding,,ATP-binding cassette transporter abc4 Short=ABC t ransporter abc4  [Source:UniProtKB/TrEMBL;Acc:A0A077YXQ4],protein_coding,trtricprjeb535
TTRE2614,TTRE2614_t1,302.0,protein_coding,,"Succinate-semialdehyde dehydrogenase, mitochondri al  [Source:UniProtKB/TrEMBL;Acc:A0A077Z029]",protein_coding,trtricprjeb535
TTRE10720,TTRE10720_t1,2389.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4026,TTRE4026_t1,452.0,protein_coding,,Solute carrier family 12  [Source:UniProtKB/TrEMBL;Acc:A0A077ZAG4],protein_coding,trtricprjeb535
TTRE5331,TTRE5331_t1,79.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6876,TTRE6876_t1,440.0,protein_coding,,Glial fibrillary acidic protein-like  [Source:UniProtKB/TrEMBL;Acc:A0A077ZNB6],protein_coding,trtricprjeb535
TTRE9579,TTRE9579_t1,722.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE7080,TTRE7080_t1,293.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE12558,TTRE12558_t1,640.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE776,TTRE776_t1,571.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10962,TTRE10962_t1,475.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11149,TTRE11149_t1,329.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE3015,TTRE3015_t1,263.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE98,TTRE98_t1,1395.0,protein_coding,,Sodium:calcium exchanger 3  [Source:UniProtKB/TrEMBL;Acc:A0A077Z2Y7],protein_coding,trtricprjeb535
TTRE2983,TTRE2983_t1,107.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2870,TTRE2870_t1,145.0,protein_coding,,Tropomodulin  [Source:UniProtKB/TrEMBL;Acc:A0A077Z9E1],protein_coding,trtricprjeb535
TTRE2999,TTRE2999_t1,634.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11635,TTRE11635_t1,216.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11498,TTRE11498_t1,1484.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10593,TTRE10593_t1,587.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE9539,TTRE9539_t1,371.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE3289,TTRE3289_t1,1057.0,protein_coding,,Fatty acid amide hydrolase 1  [Source:UniProtKB/TrEMBL;Acc:A0A077YW84],protein_coding,trtricprjeb535
TTRE9135,TTRE9135_t1,437.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE10919,TTRE10919_t1,2888.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE6646,TTRE6646_t1,1053.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE324,TTRE324_t1,239.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1451,TTRE1451_t1,1622.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE222,TTRE222_t1,283.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2887,TTRE2887_t1,608.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE12368,TTRE12368_t1,542.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE4632,TTRE4632_t1,644.0,protein_coding,,Histoneo histone h3 histone h1  [Source:UniProtKB/TrEMBL;Acc:A0A077ZI97],protein_coding,trtricprjeb535
TTRE1672,TTRE1672_t1,342.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE1386,TTRE1386_t1,193.0,protein_coding,,26S proteasome non ATPase regulatory subunit 10  [Source:UniProtKB/TrEMBL;Acc:A0A077Z3D6],protein_coding,trtricprjeb535
TTRE5477,TTRE5477_t1,1165.0,protein_coding,,Transcription factor AP 1  [Source:UniProtKB/TrEMBL;Acc:A0A077Z0E1],protein_coding,trtricprjeb535
TTRE3852,TTRE3852_t1,1127.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE3827,TTRE3827_t1,239.0,protein_coding,,Adducin protein 1  [Source:UniProtKB/TrEMBL;Acc:A0A077Z645],protein_coding,trtricprjeb535
TTRE1764,TTRE1764_t1,157.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2846,TTRE2846_t1,1304.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11855,TTRE11855_t1,225.0,protein_coding,,Prestin  [Source:UniProtKB/TrEMBL;Acc:A0A077Z501],protein_coding,trtricprjeb535
TTRE163,TTRE163_t1,2894.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE2855,TTRE2855_t1,338.0,protein_coding,,,protein_coding,trtricprjeb535
TTRE11392,TTRE11392_t1,362.0,protein_coding,,,protein_coding,trtricprjeb535
