Gene stable ID,Human gene stable ID,Human gene name,Homology type,% identity,Human % identity,lacks_WBP_human_orthologue,lacks_WBP_human_orthologue_evidence,best_WBP_human_orthologue_lt_40pct_identity,best_WBP_human_orthologue_lt_40pct_identity_evidence
TTRE105,ENSG00000135404,CD63,ortholog_one2one,36.8421,38.2353,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: CD63",True,Best human orthologue in WormBase ParaSite has < 40% identity: CD63 36.8421%
TTRE1050,ENSG00000156535,CD109,ortholog_one2many,29.0728,30.3806,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: CD109",True,Best human orthologue in WormBase ParaSite has < 40% identity: CD109 29.0728%
TTRE10500,ENSG00000164296,TIGD6,ortholog_many2many,17.2481,17.0825,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TIGD6",True,Best human orthologue in WormBase ParaSite has < 40% identity: TIGD6 17.2481%
TTRE10501,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10502,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10503,ENSG00000232040,SCAND3,ortholog_one2many,27.897,4.90566,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SCAND3",True,Best human orthologue in WormBase ParaSite has < 40% identity: SCAND3 27.897%
TTRE10504,ENSG00000174428,GTF2IRD2B,ortholog_many2many,14.4105,3.47734,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: GTF2IRD2B",True,Best human orthologue in WormBase ParaSite has < 40% identity: GTF2IRD2B 14.4105%
TTRE10505,ENSG00000094631,HDAC6,ortholog_one2many,33.3333,6.25514,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: HDAC6",True,Best human orthologue in WormBase ParaSite has < 40% identity: HDAC6 33.3333%
TTRE10506,ENSG00000143157,POGK,ortholog_one2many,32.4503,8.04598,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: POGK",True,Best human orthologue in WormBase ParaSite has < 40% identity: POGK 32.4503%
TTRE10507,ENSG00000143157,POGK,ortholog_one2many,31.1258,7.71757,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: POGK",True,Best human orthologue in WormBase ParaSite has < 40% identity: POGK 31.1258%
TTRE10508,ENSG00000094631,HDAC6,ortholog_one2many,32.8947,6.17284,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: HDAC6",True,Best human orthologue in WormBase ParaSite has < 40% identity: HDAC6 32.8947%
TTRE10509,ENSG00000232040,SCAND3,ortholog_one2many,29.6053,3.39623,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SCAND3",True,Best human orthologue in WormBase ParaSite has < 40% identity: SCAND3 29.6053%
TTRE1051,ENSG00000169855,ROBO1,ortholog_many2many,18.171,9.26711,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: ROBO1",True,Best human orthologue in WormBase ParaSite has < 40% identity: ROBO1 18.171%
TTRE10510,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10511,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10512,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10513,ENSG00000164296,TIGD6,ortholog_many2many,19.967,23.2246,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TIGD6",True,Best human orthologue in WormBase ParaSite has < 40% identity: TIGD6 19.967%
TTRE10514,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10515,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10516,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10517,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10518,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10519,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE1052,ENSG00000160294,MCM3AP,ortholog_one2many,13.9966,8.38384,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: MCM3AP",True,Best human orthologue in WormBase ParaSite has < 40% identity: MCM3AP 13.9966%
TTRE10520,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10521,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10522,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10523,ENSG00000143157,POGK,ortholog_one2many,29.0323,5.91133,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: POGK",True,Best human orthologue in WormBase ParaSite has < 40% identity: POGK 29.0323%
TTRE10524,ENSG00000196275,GTF2IRD2,ortholog_many2many,33.9109,14.4362,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: GTF2IRD2",True,Best human orthologue in WormBase ParaSite has < 40% identity: GTF2IRD2 33.9109%
TTRE10525,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10526,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10527,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10528,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10529,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE1053,ENSG00000101276,SLC52A3,ortholog_one2many,31.7972,29.4243,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SLC52A3",True,Best human orthologue in WormBase ParaSite has < 40% identity: SLC52A3 31.7972%
TTRE10530,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10531,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10532,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10533,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10534,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10535,ENSG00000232040,SCAND3,ortholog_one2many,31.4607,4.22642,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SCAND3",True,Best human orthologue in WormBase ParaSite has < 40% identity: SCAND3 31.4607%
TTRE10536,ENSG00000232040,SCAND3,ortholog_one2many,20.202,3.01887,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SCAND3",True,Best human orthologue in WormBase ParaSite has < 40% identity: SCAND3 20.202%
TTRE10537,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10538,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10539,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE1054,ENSG00000169026,SLC49A3,ortholog_one2many,30.0766,28.0859,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SLC49A3",True,Best human orthologue in WormBase ParaSite has < 40% identity: SLC49A3 30.0766%
TTRE10540,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10541,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10542,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10543,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10544,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10545,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10546,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10547,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10548,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10549,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE1055,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10550,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10551,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10552,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10553,ENSG00000179886,TIGD5,ortholog_one2many,24.7934,9.34579,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TIGD5",True,Best human orthologue in WormBase ParaSite has < 40% identity: TIGD5 24.7934%
TTRE10554,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10555,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10556,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10557,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10558,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10559,ENSG00000143157,POGK,ortholog_one2many,10.3301,15.9278,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: POGK",True,Best human orthologue in WormBase ParaSite has < 40% identity: POGK 10.3301%
TTRE1056,ENSG00000151136,ABTB3,ortholog_many2many,15.3203,4.98188,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: ABTB3",True,Best human orthologue in WormBase ParaSite has < 40% identity: ABTB3 15.3203%
TTRE10560,ENSG00000164296,TIGD6,ortholog_many2many,21.8324,21.4971,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TIGD6",True,Best human orthologue in WormBase ParaSite has < 40% identity: TIGD6 21.8324%
TTRE10561,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10562,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10563,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10564,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10565,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10566,ENSG00000143157,POGK,ortholog_one2many,29.7436,9.52381,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: POGK",True,Best human orthologue in WormBase ParaSite has < 40% identity: POGK 29.7436%
TTRE10567,ENSG00000143157,POGK,ortholog_one2many,32.4503,8.04598,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: POGK",True,Best human orthologue in WormBase ParaSite has < 40% identity: POGK 32.4503%
TTRE10568,ENSG00000094631,HDAC6,ortholog_one2many,33.9869,4.27984,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: HDAC6",True,Best human orthologue in WormBase ParaSite has < 40% identity: HDAC6 33.9869%
TTRE10569,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE1057,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10570,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10571,ENSG00000164296,TIGD6,ortholog_many2many,22.3092,21.881,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TIGD6",True,Best human orthologue in WormBase ParaSite has < 40% identity: TIGD6 22.3092%
TTRE10572,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10573,ENSG00000196275,GTF2IRD2,ortholog_many2many,27.8049,18.019,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: GTF2IRD2",True,Best human orthologue in WormBase ParaSite has < 40% identity: GTF2IRD2 27.8049%
TTRE10574,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10575,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10576,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10577,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10578,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10579,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE1058,ENSG00000197329,PELI1,ortholog_one2many,46.62,47.8469,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: PELI1",False,Best human orthologue found in WormBase Parasite has >= 40% identity: PELI1 46.62%
TTRE10580,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10581,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10583,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10584,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10585,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10586,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10587,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10588,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10589,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE1059,ENSG00000142606,MMEL1,ortholog_many2many,30.6966,33.3761,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: MMEL1",True,Best human orthologue in WormBase ParaSite has < 40% identity: MMEL1 30.6966%
TTRE10590,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10591,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10592,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
