Genome project,Gene stable ID,Transcript stable ID,Protein stable ID,Human gene stable ID,Human gene name,Human protein stable ID,Caenorhabditis elegans (PRJNA13758) [WS290] gene stable ID,Caenorhabditis elegans (PRJNA13758) [WS290] gene name,Caenorhabditis elegans (PRJNA13758) [WS290] protein stable ID
wuchereria_bancrofti_prjna275548,Wban_03746,mrna-Wban_03746,mrna-Wban_03746,,,,WBGene00017757,bra-2,F23H11.1.1
wuchereria_bancrofti_prjna275548,Wban_03746,mrna-Wban_03746,mrna-Wban_03746,,,,WBGene00000262,bra-1,F54B11.6.1
wuchereria_bancrofti_prjna275548,Wban_03760,mrna-Wban_03760,mrna-Wban_03760,,,,WBGene00006691,twk-40,T28A8.1c.1
wuchereria_bancrofti_prjna275548,Wban_03765,mrna-Wban_03765,mrna-Wban_03765,,,,WBGene00015803,C15H9.9,C15H9.9.1
wuchereria_bancrofti_prjna275548,Wban_03766,mrna-Wban_03766,mrna-Wban_03766,,,,WBGene00012940,Y47D3B.3,Y47D3B.3.1
wuchereria_bancrofti_prjna275548,Wban_03767,mrna-Wban_03767,mrna-Wban_03767,,,,WBGene00013963,sulp-8,ZK287.2a.3
wuchereria_bancrofti_prjna275548,Wban_03768,mrna-Wban_03768,mrna-Wban_03768,,,,WBGene00020187,gsp-4,T03F1.5.2
wuchereria_bancrofti_prjna275548,Wban_03768,mrna-Wban_03768,mrna-Wban_03768,,,,WBGene00021113,gsp-3,W09C3.6.1
wuchereria_bancrofti_prjna275548,Wban_03773,mrna-Wban_03773,mrna-Wban_03773,,,,WBGene00016015,sna-3,C23G10.8.1
wuchereria_bancrofti_prjna275548,Wban_03775,mrna-Wban_03775,mrna-Wban_03775,,,,WBGene00006662,twk-7,F22B7.7.1
wuchereria_bancrofti_prjna275548,Wban_03780,mrna-Wban_03780,mrna-Wban_03780,,,,WBGene00010784,twk-48,K11H3.7.1
wuchereria_bancrofti_prjna275548,Wban_03789,mrna-Wban_03789,mrna-Wban_03789,,,,WBGene00011221,R10E12.2,R10E12.2.1
wuchereria_bancrofti_prjna275548,Wban_03789,mrna-Wban_03789,mrna-Wban_03789,,,,WBGene00007321,C05B5.4,C05B5.4.1
wuchereria_bancrofti_prjna275548,Wban_03789,mrna-Wban_03789,mrna-Wban_03789,,,,WBGene00008080,C44B9.3,C44B9.3.1
wuchereria_bancrofti_prjna275548,Wban_03790,mrna-Wban_03790,mrna-Wban_03790,,,,WBGene00011221,R10E12.2,R10E12.2.1
wuchereria_bancrofti_prjna275548,Wban_03790,mrna-Wban_03790,mrna-Wban_03790,,,,WBGene00007321,C05B5.4,C05B5.4.1
wuchereria_bancrofti_prjna275548,Wban_03790,mrna-Wban_03790,mrna-Wban_03790,,,,WBGene00008080,C44B9.3,C44B9.3.1
wuchereria_bancrofti_prjna275548,Wban_03798,mrna-Wban_03798,mrna-Wban_03798,,,,WBGene00000268,bre-3,B0464.4a.3
wuchereria_bancrofti_prjna275548,Wban_03803,mrna-Wban_03803,mrna-Wban_03803,,,,WBGene00006910,vha-1,R10E11.8.1
wuchereria_bancrofti_prjna275548,Wban_03805,mrna-Wban_03805,mrna-Wban_03805,,,,WBGene00011217,R10E11.5,R10E11.5a.1
wuchereria_bancrofti_prjna275548,Wban_03809,mrna-Wban_03809,mrna-Wban_03809,,,,WBGene00010755,vglu-2,K10G9.1.1
wuchereria_bancrofti_prjna275548,Wban_03809,mrna-Wban_03809,mrna-Wban_03809,,,,WBGene00011556,vglu-3,T07A5.3.1
wuchereria_bancrofti_prjna275548,Wban_03814,mrna-Wban_03814,mrna-Wban_03814,,,,WBGene00022106,lgc-46,Y71D11A.5.1
wuchereria_bancrofti_prjna275548,Wban_03815,mrna-Wban_03815,mrna-Wban_03815,,,,WBGene00021918,Y55D5A.4,Y55D5A.4.1
wuchereria_bancrofti_prjna275548,Wban_03822,mrna-Wban_03822,mrna-Wban_03822,,,,WBGene00015163,B0361.9,B0361.9.1
wuchereria_bancrofti_prjna275548,Wban_03825,mrna-Wban_03825,mrna-Wban_03825,,,,WBGene00004705,rsp-8,C18D11.4a.1
wuchereria_bancrofti_prjna275548,Wban_03852,mrna-Wban_03852,mrna-Wban_03852,,,,WBGene00002891,let-767,C56G2.6c.1
wuchereria_bancrofti_prjna275548,Wban_03852,mrna-Wban_03852,mrna-Wban_03852,,,,WBGene00007363,stdh-1,C06B3.4.1
wuchereria_bancrofti_prjna275548,Wban_03852,mrna-Wban_03852,mrna-Wban_03852,,,,WBGene00008678,stdh-2,F11A5.12.1
wuchereria_bancrofti_prjna275548,Wban_03852,mrna-Wban_03852,mrna-Wban_03852,,,,WBGene00007364,stdh-3,C06B3.5.1
wuchereria_bancrofti_prjna275548,Wban_03852,mrna-Wban_03852,mrna-Wban_03852,,,,WBGene00006435,stdh-4,F25G6.5b.1
wuchereria_bancrofti_prjna275548,Wban_03855,mrna-Wban_03855,mrna-Wban_03855,,,,WBGene00022579,ZC262.2,ZC262.2a.1
wuchereria_bancrofti_prjna275548,Wban_03877,mrna-Wban_03877,mrna-Wban_03877,,,,WBGene00004284,rab-35,Y47D3A.25.1
wuchereria_bancrofti_prjna275548,Wban_03879,mrna-Wban_03879,mrna-Wban_03879,,,,WBGene00006985,zig-8,Y39E4B.8.1
wuchereria_bancrofti_prjna275548,Wban_03886,mrna-Wban_03886,mrna-Wban_03886,,,,WBGene00017692,F22B7.1,F22B7.1.1
wuchereria_bancrofti_prjna275548,Wban_03897,mrna-Wban_03897,mrna-Wban_03897,,,,WBGene00010449,K01A11.1,K01A11.1.1
wuchereria_bancrofti_prjna275548,Wban_03899,mrna-Wban_03899,mrna-Wban_03899,,,,WBGene00007630,har-1,C16C10.11.1
wuchereria_bancrofti_prjna275548,Wban_03909,mrna-Wban_03909,mrna-Wban_03909,,,,WBGene00015688,C10G11.8,C10G11.8.1
wuchereria_bancrofti_prjna275548,Wban_03915,mrna-Wban_03915,mrna-Wban_03915,,,,WBGene00021245,Y22D7AL.6,Y22D7AL.6b.1
wuchereria_bancrofti_prjna275548,Wban_03919,mrna-Wban_03919,mrna-Wban_03919,,,,WBGene00006542,tbp-1,T20B12.2.1
wuchereria_bancrofti_prjna275548,Wban_03925,mrna-Wban_03925,mrna-Wban_03925,,,,WBGene00004397,rol-6,T01B7.7.1
wuchereria_bancrofti_prjna275548,Wban_03925,mrna-Wban_03925,mrna-Wban_03925,,,,WBGene00003057,lon-3,ZK836.1.1
wuchereria_bancrofti_prjna275548,Wban_03926,mrna-Wban_03926,mrna-Wban_03926,,,,WBGene00018675,F52C9.5,F52C9.5.1
wuchereria_bancrofti_prjna275548,Wban_03936,mrna-Wban_03936,mrna-Wban_03936,,,,WBGene00010037,pir-2,F54C8.4a.1
wuchereria_bancrofti_prjna275548,Wban_03941,mrna-Wban_03941,mrna-Wban_03941,,,,WBGene00011112,R07E5.4,R07E5.4.1
wuchereria_bancrofti_prjna275548,Wban_03953,mrna-Wban_03953,mrna-Wban_03953,,,,WBGene00015796,C15F1.5,C15F1.5a.1
wuchereria_bancrofti_prjna275548,Wban_03973,mrna-Wban_03973,mrna-Wban_03973,,,,WBGene00015155,B0353.1,B0353.1b.1
wuchereria_bancrofti_prjna275548,Wban_03980,mrna-Wban_03980,mrna-Wban_03980,,,,WBGene00018369,mig-39,F42H10.5a.2
wuchereria_bancrofti_prjna275548,Wban_03985,mrna-Wban_03985,mrna-Wban_03985,,,,WBGene00022733,tmem-17,ZK418.3.1
wuchereria_bancrofti_prjna275548,Wban_03986,mrna-Wban_03986,mrna-Wban_03986,,,,WBGene00004891,smr-1,Y71D11A.2.1
wuchereria_bancrofti_prjna275548,Wban_03987,mrna-Wban_03987,mrna-Wban_03987,,,,WBGene00004183,prk-2,F45H7.4.2
wuchereria_bancrofti_prjna275548,Wban_03988,mrna-Wban_03988,mrna-Wban_03988,,,,WBGene00001570,gei-13,F58A4.11.1
wuchereria_bancrofti_prjna275548,Wban_03995,mrna-Wban_03995,mrna-Wban_03995,,,,WBGene00021986,Y59C2A.3,Y59C2A.3.1
wuchereria_bancrofti_prjna275548,Wban_03995,mrna-Wban_03995,mrna-Wban_03995,,,,WBGene00021756,Y50D7A.8,Y50D7A.8a.1
wuchereria_bancrofti_prjna275548,Wban_03996,mrna-Wban_03996,mrna-Wban_03996,,,,WBGene00001561,gei-4,W07B3.2b.2
wuchereria_bancrofti_prjna275548,Wban_04010,mrna-Wban_04010,mrna-Wban_04010,,,,WBGene00001392,far-8,K02F3.3.1
wuchereria_bancrofti_prjna275548,Wban_04010,mrna-Wban_04010,mrna-Wban_04010,,,,WBGene00001389,far-5,F15B9.3a.1
wuchereria_bancrofti_prjna275548,Wban_04010,mrna-Wban_04010,mrna-Wban_04010,,,,WBGene00001391,far-7,K01A2.2a.1
wuchereria_bancrofti_prjna275548,Wban_04010,mrna-Wban_04010,mrna-Wban_04010,,,,WBGene00015578,C07G3.10,C07G3.10.1
wuchereria_bancrofti_prjna275548,Wban_04010,mrna-Wban_04010,mrna-Wban_04010,,,,WBGene00001388,far-4,F15B9.2.1
wuchereria_bancrofti_prjna275548,Wban_04010,mrna-Wban_04010,mrna-Wban_04010,,,,WBGene00001387,far-3,F15B9.1.1
wuchereria_bancrofti_prjna275548,Wban_04010,mrna-Wban_04010,mrna-Wban_04010,,,,WBGene00001386,far-2,F02A9.3.1
wuchereria_bancrofti_prjna275548,Wban_04010,mrna-Wban_04010,mrna-Wban_04010,,,,WBGene00001390,far-6,W02A2.2.1
wuchereria_bancrofti_prjna275548,Wban_04010,mrna-Wban_04010,mrna-Wban_04010,,,,WBGene00001385,far-1,F02A9.2.1
wuchereria_bancrofti_prjna275548,Wban_04027,mrna-Wban_04027,mrna-Wban_04027,,,,WBGene00016196,C28H8.5,C28H8.5a.1
wuchereria_bancrofti_prjna275548,Wban_04035,mrna-Wban_04035,mrna-Wban_04035,,,,WBGene00007948,C35A5.4,C35A5.4.1
wuchereria_bancrofti_prjna275548,Wban_04063,mrna-Wban_04063,mrna-Wban_04063,,,,WBGene00020563,T19C3.5,T19C3.5.1
wuchereria_bancrofti_prjna275548,Wban_04070,mrna-Wban_04070,mrna-Wban_04070,,,,WBGene00011749,ssp-36,T13F2.12.1
wuchereria_bancrofti_prjna275548,Wban_04070,mrna-Wban_04070,mrna-Wban_04070,,,,WBGene00006049,ssp-32,F32B6.7.1
wuchereria_bancrofti_prjna275548,Wban_04072,mrna-Wban_04072,mrna-Wban_04072,,,,WBGene00006591,toh-1,T24A11.3.1
wuchereria_bancrofti_prjna275548,Wban_04077,mrna-Wban_04077,mrna-Wban_04077,,,,WBGene00006592,dpy-31,R151.5a.2
wuchereria_bancrofti_prjna275548,Wban_04082,mrna-Wban_04082,mrna-Wban_04082,,,,WBGene00018218,F40A3.3,F40A3.3c.1
wuchereria_bancrofti_prjna275548,Wban_04084,mrna-Wban_04084,mrna-Wban_04084,,,,WBGene00018274,F41C3.8,F41C3.8b.1
wuchereria_bancrofti_prjna275548,Wban_04084,mrna-Wban_04084,mrna-Wban_04084,,,,WBGene00015196,B0454.5,B0454.5.1
wuchereria_bancrofti_prjna275548,Wban_04089,mrna-Wban_04089,mrna-Wban_04089,,,,WBGene00021270,pid-3,Y23H5A.3.1
wuchereria_bancrofti_prjna275548,Wban_04096,mrna-Wban_04096,mrna-Wban_04096,,,,WBGene00010453,fozi-1,K01B6.1.3
wuchereria_bancrofti_prjna275548,Wban_04106,mrna-Wban_04106,mrna-Wban_04106,,,,WBGene00010522,K03A11.5,K03A11.5.1
wuchereria_bancrofti_prjna275548,Wban_04111,mrna-Wban_04111,mrna-Wban_04111,,,,WBGene00020422,T10F2.2,T10F2.2.1
wuchereria_bancrofti_prjna275548,Wban_04115,mrna-Wban_04115,mrna-Wban_04115,,,,WBGene00006623,try-5,K07B1.1.1
wuchereria_bancrofti_prjna275548,Wban_04141,mrna-Wban_04141,mrna-Wban_04141,,,,WBGene00010131,F55H2.5,F55H2.5.1
wuchereria_bancrofti_prjna275548,Wban_04142,mrna-Wban_04142,mrna-Wban_04142,,,,WBGene00003424,msp-3,F26G1.7.1
wuchereria_bancrofti_prjna275548,Wban_04142,mrna-Wban_04142,mrna-Wban_04142,,,,WBGene00003467,msp-81,K07F5.1.1
wuchereria_bancrofti_prjna275548,Wban_04142,mrna-Wban_04142,mrna-Wban_04142,,,,WBGene00003443,msp-50,C34F11.4.1
wuchereria_bancrofti_prjna275548,Wban_04142,mrna-Wban_04142,mrna-Wban_04142,,,,WBGene00003456,msp-63,K05F1.7.1
wuchereria_bancrofti_prjna275548,Wban_04142,mrna-Wban_04142,mrna-Wban_04142,,,,WBGene00022002,Y59E9AR.7,Y59E9AR.7.1
wuchereria_bancrofti_prjna275548,Wban_04142,mrna-Wban_04142,mrna-Wban_04142,,,,WBGene00003457,msp-64,ZK1248.6.1
wuchereria_bancrofti_prjna275548,Wban_04142,mrna-Wban_04142,mrna-Wban_04142,,,,WBGene00003430,msp-32,R05F9.3.1
wuchereria_bancrofti_prjna275548,Wban_04142,mrna-Wban_04142,mrna-Wban_04142,,,,WBGene00003470,msp-152,ZK546.6.1
wuchereria_bancrofti_prjna275548,Wban_04142,mrna-Wban_04142,mrna-Wban_04142,,,,WBGene00003463,msp-76,ZK1251.6.1
wuchereria_bancrofti_prjna275548,Wban_04142,mrna-Wban_04142,mrna-Wban_04142,,,,WBGene00003451,msp-58,ZK354.10.1
wuchereria_bancrofti_prjna275548,Wban_04142,mrna-Wban_04142,mrna-Wban_04142,,,,WBGene00003449,msp-56,K07F5.3.1
wuchereria_bancrofti_prjna275548,Wban_04142,mrna-Wban_04142,mrna-Wban_04142,,,,WBGene00003425,msp-10,K07F5.2.1
wuchereria_bancrofti_prjna275548,Wban_04142,mrna-Wban_04142,mrna-Wban_04142,,,,WBGene00003435,msp-40,C33F10.9.1
wuchereria_bancrofti_prjna275548,Wban_04142,mrna-Wban_04142,mrna-Wban_04142,,,,WBGene00003458,msp-65,ZK354.1.1
wuchereria_bancrofti_prjna275548,Wban_04142,mrna-Wban_04142,mrna-Wban_04142,,,,WBGene00022884,ZK1248.17,ZK1248.17.1
wuchereria_bancrofti_prjna275548,Wban_04142,mrna-Wban_04142,mrna-Wban_04142,,,,WBGene00003444,msp-51,ZK354.5.1
wuchereria_bancrofti_prjna275548,Wban_04142,mrna-Wban_04142,mrna-Wban_04142,,,,WBGene00020416,T10E9.6,T10E9.6.1
wuchereria_bancrofti_prjna275548,Wban_04142,mrna-Wban_04142,mrna-Wban_04142,,,,WBGene00003452,msp-59,ZK354.11.1
wuchereria_bancrofti_prjna275548,Wban_04142,mrna-Wban_04142,mrna-Wban_04142,,,,WBGene00019026,F58A6.9,F58A6.9.1
wuchereria_bancrofti_prjna275548,Wban_04142,mrna-Wban_04142,mrna-Wban_04142,,,,WBGene00003429,msp-31,R05F9.13.1
wuchereria_bancrofti_prjna275548,Wban_04142,mrna-Wban_04142,mrna-Wban_04142,,,,WBGene00003446,msp-53,R13H9.4.1
wuchereria_bancrofti_prjna275548,Wban_04142,mrna-Wban_04142,mrna-Wban_04142,,,,WBGene00003468,msp-113,ZK354.4.1
wuchereria_bancrofti_prjna275548,Wban_04142,mrna-Wban_04142,mrna-Wban_04142,,,,WBGene00003438,msp-45,F58A6.8.1
wuchereria_bancrofti_prjna275548,Wban_04142,mrna-Wban_04142,mrna-Wban_04142,,,,WBGene00022005,Y59H11AM.1,Y59H11AM.1.1
wuchereria_bancrofti_prjna275548,Wban_04142,mrna-Wban_04142,mrna-Wban_04142,,,,WBGene00003434,msp-38,K08F4.8.1
wuchereria_bancrofti_prjna275548,Wban_04142,mrna-Wban_04142,mrna-Wban_04142,,,,WBGene00013047,Y50E8A.2,Y50E8A.2.1
wuchereria_bancrofti_prjna275548,Wban_04142,mrna-Wban_04142,mrna-Wban_04142,,,,WBGene00003426,msp-19,F36H12.7.1
wuchereria_bancrofti_prjna275548,Wban_04142,mrna-Wban_04142,mrna-Wban_04142,,,,WBGene00003450,msp-57,R13H9.2.1
wuchereria_bancrofti_prjna275548,Wban_04142,mrna-Wban_04142,mrna-Wban_04142,,,,WBGene00003448,msp-55,C09B9.6.1
wuchereria_bancrofti_prjna275548,Wban_04142,mrna-Wban_04142,mrna-Wban_04142,,,,WBGene00003464,msp-77,F32B6.6.1
wuchereria_bancrofti_prjna275548,Wban_04142,mrna-Wban_04142,mrna-Wban_04142,,,,WBGene00003462,msp-74,F09C12.7.1
wuchereria_bancrofti_prjna275548,Wban_04142,mrna-Wban_04142,mrna-Wban_04142,,,,WBGene00022875,ZK1248.4,ZK1248.4.1
wuchereria_bancrofti_prjna275548,Wban_04142,mrna-Wban_04142,mrna-Wban_04142,,,,WBGene00003469,msp-142,K05F1.2.1
wuchereria_bancrofti_prjna275548,Wban_04142,mrna-Wban_04142,mrna-Wban_04142,,,,WBGene00021997,Y59E9AR.1,Y59E9AR.1.1
wuchereria_bancrofti_prjna275548,Wban_04142,mrna-Wban_04142,mrna-Wban_04142,,,,WBGene00003431,msp-33,R05F9.8.1
wuchereria_bancrofti_prjna275548,Wban_04142,mrna-Wban_04142,mrna-Wban_04142,,,,WBGene00003466,msp-79,T13F2.10.1
wuchereria_bancrofti_prjna275548,Wban_04142,mrna-Wban_04142,mrna-Wban_04142,,,,WBGene00003432,msp-36,C04G2.4.1
wuchereria_bancrofti_prjna275548,Wban_04142,mrna-Wban_04142,mrna-Wban_04142,,,,WBGene00003442,msp-49,C34F11.6.1
wuchereria_bancrofti_prjna275548,Wban_04142,mrna-Wban_04142,mrna-Wban_04142,,,,WBGene00003465,msp-78,T13F2.11.1
wuchereria_bancrofti_prjna275548,Wban_04143,mrna-Wban_04143,mrna-Wban_04143,,,,WBGene00003424,msp-3,F26G1.7.1
wuchereria_bancrofti_prjna275548,Wban_04143,mrna-Wban_04143,mrna-Wban_04143,,,,WBGene00003467,msp-81,K07F5.1.1
wuchereria_bancrofti_prjna275548,Wban_04143,mrna-Wban_04143,mrna-Wban_04143,,,,WBGene00003443,msp-50,C34F11.4.1
wuchereria_bancrofti_prjna275548,Wban_04143,mrna-Wban_04143,mrna-Wban_04143,,,,WBGene00003456,msp-63,K05F1.7.1
wuchereria_bancrofti_prjna275548,Wban_04143,mrna-Wban_04143,mrna-Wban_04143,,,,WBGene00022002,Y59E9AR.7,Y59E9AR.7.1
wuchereria_bancrofti_prjna275548,Wban_04143,mrna-Wban_04143,mrna-Wban_04143,,,,WBGene00003457,msp-64,ZK1248.6.1
wuchereria_bancrofti_prjna275548,Wban_04143,mrna-Wban_04143,mrna-Wban_04143,,,,WBGene00003430,msp-32,R05F9.3.1
wuchereria_bancrofti_prjna275548,Wban_04143,mrna-Wban_04143,mrna-Wban_04143,,,,WBGene00003470,msp-152,ZK546.6.1
wuchereria_bancrofti_prjna275548,Wban_04143,mrna-Wban_04143,mrna-Wban_04143,,,,WBGene00003463,msp-76,ZK1251.6.1
wuchereria_bancrofti_prjna275548,Wban_04143,mrna-Wban_04143,mrna-Wban_04143,,,,WBGene00003451,msp-58,ZK354.10.1
wuchereria_bancrofti_prjna275548,Wban_04143,mrna-Wban_04143,mrna-Wban_04143,,,,WBGene00003449,msp-56,K07F5.3.1
wuchereria_bancrofti_prjna275548,Wban_04143,mrna-Wban_04143,mrna-Wban_04143,,,,WBGene00003425,msp-10,K07F5.2.1
wuchereria_bancrofti_prjna275548,Wban_04143,mrna-Wban_04143,mrna-Wban_04143,,,,WBGene00003435,msp-40,C33F10.9.1
wuchereria_bancrofti_prjna275548,Wban_04143,mrna-Wban_04143,mrna-Wban_04143,,,,WBGene00003458,msp-65,ZK354.1.1
wuchereria_bancrofti_prjna275548,Wban_04143,mrna-Wban_04143,mrna-Wban_04143,,,,WBGene00022884,ZK1248.17,ZK1248.17.1
wuchereria_bancrofti_prjna275548,Wban_04143,mrna-Wban_04143,mrna-Wban_04143,,,,WBGene00003444,msp-51,ZK354.5.1
wuchereria_bancrofti_prjna275548,Wban_04143,mrna-Wban_04143,mrna-Wban_04143,,,,WBGene00020416,T10E9.6,T10E9.6.1
wuchereria_bancrofti_prjna275548,Wban_04143,mrna-Wban_04143,mrna-Wban_04143,,,,WBGene00003452,msp-59,ZK354.11.1
wuchereria_bancrofti_prjna275548,Wban_04143,mrna-Wban_04143,mrna-Wban_04143,,,,WBGene00019026,F58A6.9,F58A6.9.1
wuchereria_bancrofti_prjna275548,Wban_04143,mrna-Wban_04143,mrna-Wban_04143,,,,WBGene00003429,msp-31,R05F9.13.1
wuchereria_bancrofti_prjna275548,Wban_04143,mrna-Wban_04143,mrna-Wban_04143,,,,WBGene00003446,msp-53,R13H9.4.1
wuchereria_bancrofti_prjna275548,Wban_04143,mrna-Wban_04143,mrna-Wban_04143,,,,WBGene00003468,msp-113,ZK354.4.1
wuchereria_bancrofti_prjna275548,Wban_04143,mrna-Wban_04143,mrna-Wban_04143,,,,WBGene00003438,msp-45,F58A6.8.1
wuchereria_bancrofti_prjna275548,Wban_04143,mrna-Wban_04143,mrna-Wban_04143,,,,WBGene00022005,Y59H11AM.1,Y59H11AM.1.1
wuchereria_bancrofti_prjna275548,Wban_04143,mrna-Wban_04143,mrna-Wban_04143,,,,WBGene00003434,msp-38,K08F4.8.1
wuchereria_bancrofti_prjna275548,Wban_04143,mrna-Wban_04143,mrna-Wban_04143,,,,WBGene00013047,Y50E8A.2,Y50E8A.2.1
wuchereria_bancrofti_prjna275548,Wban_04143,mrna-Wban_04143,mrna-Wban_04143,,,,WBGene00003426,msp-19,F36H12.7.1
wuchereria_bancrofti_prjna275548,Wban_04143,mrna-Wban_04143,mrna-Wban_04143,,,,WBGene00003450,msp-57,R13H9.2.1
wuchereria_bancrofti_prjna275548,Wban_04143,mrna-Wban_04143,mrna-Wban_04143,,,,WBGene00003448,msp-55,C09B9.6.1
wuchereria_bancrofti_prjna275548,Wban_04143,mrna-Wban_04143,mrna-Wban_04143,,,,WBGene00003464,msp-77,F32B6.6.1
wuchereria_bancrofti_prjna275548,Wban_04143,mrna-Wban_04143,mrna-Wban_04143,,,,WBGene00003462,msp-74,F09C12.7.1
wuchereria_bancrofti_prjna275548,Wban_04143,mrna-Wban_04143,mrna-Wban_04143,,,,WBGene00022875,ZK1248.4,ZK1248.4.1
wuchereria_bancrofti_prjna275548,Wban_04143,mrna-Wban_04143,mrna-Wban_04143,,,,WBGene00003469,msp-142,K05F1.2.1
wuchereria_bancrofti_prjna275548,Wban_04143,mrna-Wban_04143,mrna-Wban_04143,,,,WBGene00021997,Y59E9AR.1,Y59E9AR.1.1
wuchereria_bancrofti_prjna275548,Wban_04143,mrna-Wban_04143,mrna-Wban_04143,,,,WBGene00003431,msp-33,R05F9.8.1
wuchereria_bancrofti_prjna275548,Wban_04143,mrna-Wban_04143,mrna-Wban_04143,,,,WBGene00003466,msp-79,T13F2.10.1
wuchereria_bancrofti_prjna275548,Wban_04143,mrna-Wban_04143,mrna-Wban_04143,,,,WBGene00003432,msp-36,C04G2.4.1
wuchereria_bancrofti_prjna275548,Wban_04143,mrna-Wban_04143,mrna-Wban_04143,,,,WBGene00003442,msp-49,C34F11.6.1
wuchereria_bancrofti_prjna275548,Wban_04143,mrna-Wban_04143,mrna-Wban_04143,,,,WBGene00003465,msp-78,T13F2.11.1
wuchereria_bancrofti_prjna275548,Wban_04144,mrna-Wban_04144,mrna-Wban_04144,,,,WBGene00003424,msp-3,F26G1.7.1
wuchereria_bancrofti_prjna275548,Wban_04144,mrna-Wban_04144,mrna-Wban_04144,,,,WBGene00003467,msp-81,K07F5.1.1
wuchereria_bancrofti_prjna275548,Wban_04144,mrna-Wban_04144,mrna-Wban_04144,,,,WBGene00003443,msp-50,C34F11.4.1
wuchereria_bancrofti_prjna275548,Wban_04144,mrna-Wban_04144,mrna-Wban_04144,,,,WBGene00003456,msp-63,K05F1.7.1
wuchereria_bancrofti_prjna275548,Wban_04144,mrna-Wban_04144,mrna-Wban_04144,,,,WBGene00022002,Y59E9AR.7,Y59E9AR.7.1
wuchereria_bancrofti_prjna275548,Wban_04144,mrna-Wban_04144,mrna-Wban_04144,,,,WBGene00003457,msp-64,ZK1248.6.1
wuchereria_bancrofti_prjna275548,Wban_04144,mrna-Wban_04144,mrna-Wban_04144,,,,WBGene00003430,msp-32,R05F9.3.1
wuchereria_bancrofti_prjna275548,Wban_04144,mrna-Wban_04144,mrna-Wban_04144,,,,WBGene00003470,msp-152,ZK546.6.1
wuchereria_bancrofti_prjna275548,Wban_04144,mrna-Wban_04144,mrna-Wban_04144,,,,WBGene00003463,msp-76,ZK1251.6.1
wuchereria_bancrofti_prjna275548,Wban_04144,mrna-Wban_04144,mrna-Wban_04144,,,,WBGene00003451,msp-58,ZK354.10.1
wuchereria_bancrofti_prjna275548,Wban_04144,mrna-Wban_04144,mrna-Wban_04144,,,,WBGene00003449,msp-56,K07F5.3.1
wuchereria_bancrofti_prjna275548,Wban_04144,mrna-Wban_04144,mrna-Wban_04144,,,,WBGene00003425,msp-10,K07F5.2.1
wuchereria_bancrofti_prjna275548,Wban_04144,mrna-Wban_04144,mrna-Wban_04144,,,,WBGene00003435,msp-40,C33F10.9.1
wuchereria_bancrofti_prjna275548,Wban_04144,mrna-Wban_04144,mrna-Wban_04144,,,,WBGene00003458,msp-65,ZK354.1.1
wuchereria_bancrofti_prjna275548,Wban_04144,mrna-Wban_04144,mrna-Wban_04144,,,,WBGene00022884,ZK1248.17,ZK1248.17.1
wuchereria_bancrofti_prjna275548,Wban_04144,mrna-Wban_04144,mrna-Wban_04144,,,,WBGene00003444,msp-51,ZK354.5.1
wuchereria_bancrofti_prjna275548,Wban_04144,mrna-Wban_04144,mrna-Wban_04144,,,,WBGene00020416,T10E9.6,T10E9.6.1
wuchereria_bancrofti_prjna275548,Wban_04144,mrna-Wban_04144,mrna-Wban_04144,,,,WBGene00003452,msp-59,ZK354.11.1
wuchereria_bancrofti_prjna275548,Wban_04144,mrna-Wban_04144,mrna-Wban_04144,,,,WBGene00019026,F58A6.9,F58A6.9.1
wuchereria_bancrofti_prjna275548,Wban_04144,mrna-Wban_04144,mrna-Wban_04144,,,,WBGene00003429,msp-31,R05F9.13.1
wuchereria_bancrofti_prjna275548,Wban_04144,mrna-Wban_04144,mrna-Wban_04144,,,,WBGene00003446,msp-53,R13H9.4.1
wuchereria_bancrofti_prjna275548,Wban_04144,mrna-Wban_04144,mrna-Wban_04144,,,,WBGene00003468,msp-113,ZK354.4.1
wuchereria_bancrofti_prjna275548,Wban_04144,mrna-Wban_04144,mrna-Wban_04144,,,,WBGene00003438,msp-45,F58A6.8.1
wuchereria_bancrofti_prjna275548,Wban_04144,mrna-Wban_04144,mrna-Wban_04144,,,,WBGene00022005,Y59H11AM.1,Y59H11AM.1.1
wuchereria_bancrofti_prjna275548,Wban_04144,mrna-Wban_04144,mrna-Wban_04144,,,,WBGene00003434,msp-38,K08F4.8.1
wuchereria_bancrofti_prjna275548,Wban_04144,mrna-Wban_04144,mrna-Wban_04144,,,,WBGene00013047,Y50E8A.2,Y50E8A.2.1
wuchereria_bancrofti_prjna275548,Wban_04144,mrna-Wban_04144,mrna-Wban_04144,,,,WBGene00003426,msp-19,F36H12.7.1
wuchereria_bancrofti_prjna275548,Wban_04144,mrna-Wban_04144,mrna-Wban_04144,,,,WBGene00003450,msp-57,R13H9.2.1
wuchereria_bancrofti_prjna275548,Wban_04144,mrna-Wban_04144,mrna-Wban_04144,,,,WBGene00003448,msp-55,C09B9.6.1
wuchereria_bancrofti_prjna275548,Wban_04144,mrna-Wban_04144,mrna-Wban_04144,,,,WBGene00003464,msp-77,F32B6.6.1
wuchereria_bancrofti_prjna275548,Wban_04144,mrna-Wban_04144,mrna-Wban_04144,,,,WBGene00003462,msp-74,F09C12.7.1
