Gene stable ID,is_enzyme_evidence,is_enzyme
Wban_03242,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR036250 - Acyl-CoA dehydrogenase-like, C-terminal, IPR037069 - Acyl-CoA dehydrogenase/oxidase, N-terminal domain superfamily, IPR006089 - Acyl-CoA dehydrogenase, conserved site, IPR009075 - Acyl-CoA dehydrogenase/oxidase, C-terminal, IPR006091 - Acyl-CoA oxidase/dehydrogenase, middle domain, IPR013786 - Acyl-CoA dehydrogenase/oxidase, N-terminal, IPR046373 - Acyl-CoA oxidase/dehydrogenase, middle domain superfamily, IPR009100 - Acyl-CoA dehydrogenase/oxidase, N-terminal and middle domain superfamily",True
Wban_03243,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR045116 - Polyribonucleotide 5-hydroxyl-kinase Clp1/Grc3,True
Wban_03244,Does not have InterPro domains related to GO:0003824,False
Wban_03245,Does not have InterPro domains related to GO:0003824,False
Wban_03246,Does not have InterPro domains related to GO:0003824,False
Wban_03247,Does not have InterPro domains related to GO:0003824,False
Wban_03248,Does not have InterPro domains related to GO:0003824,False
Wban_03249,Does not have InterPro domains related to GO:0003824,False
Wban_03250,Does not have InterPro domains related to GO:0003824,False
Wban_03251,Does not have InterPro domains related to GO:0003824,False
Wban_03252,Does not have InterPro domains related to GO:0003824,False
Wban_03253,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000182 - GNAT domain, IPR039135 - N-acetyltransferase 9-like",True
Wban_03254,Does not have InterPro domains related to GO:0003824,False
Wban_03255,Does not have InterPro domains related to GO:0003824,False
Wban_03256,Does not have InterPro domains related to GO:0003824,False
Wban_03257,Does not have InterPro domains related to GO:0003824,False
Wban_03258,Does not have InterPro domains related to GO:0003824,False
Wban_03259,Does not have InterPro domains related to GO:0003824,False
Wban_03260,Does not have InterPro domains related to GO:0003824,False
Wban_03261,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR038973 - DNA mismatch repair protein MutL/Mlh/Pms-like,True
Wban_03262,Does not have InterPro domains related to GO:0003824,False
Wban_03263,Does not have InterPro domains related to GO:0003824,False
Wban_03264,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR007728 - Pre-SET domain,True
Wban_03265,Does not have InterPro domains related to GO:0003824,False
Wban_03266,Does not have InterPro domains related to GO:0003824,False
Wban_03267,Does not have InterPro domains related to GO:0003824,False
Wban_03268,Does not have InterPro domains related to GO:0003824,False
Wban_03269,Does not have InterPro domains related to GO:0003824,False
Wban_03270,Does not have InterPro domains related to GO:0003824,False
Wban_03271,Does not have InterPro domains related to GO:0003824,False
Wban_03272,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR001506 - Peptidase M12A, IPR006026 - Peptidase, metallopeptidase, IPR034035 - Astacin-like metallopeptidase domain, IPR024079 - Metallopeptidase, catalytic domain superfamily",True
Wban_03273,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000569 - HECT domain, IPR035983 - HECT, E3 ligase catalytic domain, IPR044611 - Ubiquitin-protein ligase E3A/B/C-like",True
Wban_03274,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR008271 - Serine/threonine-protein kinase, active site, IPR000719 - Protein kinase domain",True
Wban_03275,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000719 - Protein kinase domain, IPR008271 - Serine/threonine-protein kinase, active site",True
Wban_03276,Does not have InterPro domains related to GO:0003824,False
Wban_03277,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR003959 - ATPase, AAA-type, core",True
Wban_03278,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000242 - Tyrosine-specific protein phosphatase, PTPase domain",True
Wban_03279,Does not have InterPro domains related to GO:0003824,False
Wban_03280,Does not have InterPro domains related to GO:0003824,False
Wban_03281,Does not have InterPro domains related to GO:0003824,False
Wban_03282,Does not have InterPro domains related to GO:0003824,False
Wban_03283,Does not have InterPro domains related to GO:0003824,False
Wban_03284,Does not have InterPro domains related to GO:0003824,False
Wban_03285,Does not have InterPro domains related to GO:0003824,False
Wban_03286,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR034035 - Astacin-like metallopeptidase domain, IPR001506 - Peptidase M12A, IPR024079 - Metallopeptidase, catalytic domain superfamily, IPR006026 - Peptidase, metallopeptidase",True
Wban_03287,Does not have InterPro domains related to GO:0003824,False
Wban_03288,Does not have InterPro domains related to GO:0003824,False
Wban_03289,Does not have InterPro domains related to GO:0003824,False
Wban_03290,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR018200 - Ubiquitin specific protease, conserved site, IPR001394 - Peptidase C19, ubiquitin carboxyl-terminal hydrolase",True
Wban_03291,Does not have InterPro domains related to GO:0003824,False
Wban_03292,Does not have InterPro domains related to GO:0003824,False
Wban_03293,Does not have InterPro domains related to GO:0003824,False
Wban_03294,Does not have InterPro domains related to GO:0003824,False
Wban_03295,Does not have InterPro domains related to GO:0003824,False
Wban_03296,Does not have InterPro domains related to GO:0003824,False
Wban_03297,Does not have InterPro domains related to GO:0003824,False
Wban_03298,Does not have InterPro domains related to GO:0003824,False
Wban_03299,Does not have InterPro domains related to GO:0003824,False
Wban_03300,Does not have InterPro domains related to GO:0003824,False
Wban_03301,Does not have InterPro domains related to GO:0003824,False
Wban_03302,Does not have InterPro domains related to GO:0003824,False
Wban_03303,Does not have InterPro domains related to GO:0003824,False
Wban_03304,Does not have InterPro domains related to GO:0003824,False
Wban_03305,Does not have InterPro domains related to GO:0003824,False
Wban_03306,Does not have InterPro domains related to GO:0003824,False
Wban_03307,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR016192 - APOBEC/CMP deaminase, zinc-binding, IPR016193 - Cytidine deaminase-like",True
Wban_03308,Does not have InterPro domains related to GO:0003824,False
Wban_03309,Does not have InterPro domains related to GO:0003824,False
Wban_03310,Does not have InterPro domains related to GO:0003824,False
Wban_03311,Does not have InterPro domains related to GO:0003824,False
Wban_03312,Does not have InterPro domains related to GO:0003824,False
Wban_03313,Does not have InterPro domains related to GO:0003824,False
Wban_03314,Does not have InterPro domains related to GO:0003824,False
Wban_03315,Does not have InterPro domains related to GO:0003824,False
Wban_03316,Does not have InterPro domains related to GO:0003824,False
Wban_03317,Does not have InterPro domains related to GO:0003824,False
Wban_03318,Does not have InterPro domains related to GO:0003824,False
Wban_03319,Does not have InterPro domains related to GO:0003824,False
Wban_03320,Does not have InterPro domains related to GO:0003824,False
Wban_03321,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR008266 - Tyrosine-protein kinase, active site, IPR000719 - Protein kinase domain, IPR001245 - Serine-threonine/tyrosine-protein kinase, catalytic domain, IPR020635 - Tyrosine-protein kinase, catalytic domain",True
Wban_03322,Does not have InterPro domains related to GO:0003824,False
Wban_03323,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000242 - Tyrosine-specific protein phosphatase, PTPase domain",True
Wban_03324,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR020588 - DNA recombination and repair protein RecA-like, ATP-binding domain",True
Wban_03325,Does not have InterPro domains related to GO:0003824,False
Wban_03326,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR006026 - Peptidase, metallopeptidase, IPR024079 - Metallopeptidase, catalytic domain superfamily, IPR001506 - Peptidase M12A, IPR034035 - Astacin-like metallopeptidase domain",True
Wban_03327,Does not have InterPro domains related to GO:0003824,False
Wban_03328,Does not have InterPro domains related to GO:0003824,False
Wban_03329,Does not have InterPro domains related to GO:0003824,False
Wban_03330,Does not have InterPro domains related to GO:0003824,False
Wban_03331,Does not have InterPro domains related to GO:0003824,False
Wban_03332,Does not have InterPro domains related to GO:0003824,False
Wban_03333,Does not have InterPro domains related to GO:0003824,False
Wban_03334,Does not have InterPro domains related to GO:0003824,False
Wban_03335,Does not have InterPro domains related to GO:0003824,False
Wban_03336,Does not have InterPro domains related to GO:0003824,False
Wban_03337,Does not have InterPro domains related to GO:0003824,False
Wban_03338,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR003960 - ATPase, AAA-type, conserved site, IPR003959 - ATPase, AAA-type, core",True
Wban_03339,Does not have InterPro domains related to GO:0003824,False
Wban_03340,Does not have InterPro domains related to GO:0003824,False
Wban_03341,Does not have InterPro domains related to GO:0003824,False
Wban_03342,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR001752 - Kinesin motor domain, IPR027640 - Kinesin-like protein",True
Wban_03343,Does not have InterPro domains related to GO:0003824,False
Wban_03344,Does not have InterPro domains related to GO:0003824,False
Wban_03345,Does not have InterPro domains related to GO:0003824,False
Wban_03346,Does not have InterPro domains related to GO:0003824,False
Wban_03347,Does not have InterPro domains related to GO:0003824,False
Wban_03348,Does not have InterPro domains related to GO:0003824,False
Wban_03349,Does not have InterPro domains related to GO:0003824,False
Wban_03350,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR014014 - RNA helicase, DEAD-box type, Q motif",True
Wban_03351,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR039028 - PDK/BCKDK protein kinase,True
Wban_03352,Does not have InterPro domains related to GO:0003824,False
Wban_03353,Does not have InterPro domains related to GO:0003824,False
Wban_03354,Does not have InterPro domains related to GO:0003824,False
Wban_03355,Does not have InterPro domains related to GO:0003824,False
Wban_03356,Does not have InterPro domains related to GO:0003824,False
Wban_03357,Does not have InterPro domains related to GO:0003824,False
Wban_03358,Does not have InterPro domains related to GO:0003824,False
Wban_03359,Does not have InterPro domains related to GO:0003824,False
Wban_03360,Does not have InterPro domains related to GO:0003824,False
Wban_03361,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR011566 - Ubiquinone biosynthesis protein Coq7,True
Wban_03362,Does not have InterPro domains related to GO:0003824,False
Wban_03363,Does not have InterPro domains related to GO:0003824,False
Wban_03364,Does not have InterPro domains related to GO:0003824,False
Wban_03365,Does not have InterPro domains related to GO:0003824,False
Wban_03366,Does not have InterPro domains related to GO:0003824,False
Wban_03367,Does not have InterPro domains related to GO:0003824,False
Wban_03368,Does not have InterPro domains related to GO:0003824,False
Wban_03369,Does not have InterPro domains related to GO:0003824,False
Wban_03370,Does not have InterPro domains related to GO:0003824,False
Wban_03371,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR008266 - Tyrosine-protein kinase, active site, IPR001245 - Serine-threonine/tyrosine-protein kinase, catalytic domain, IPR000719 - Protein kinase domain, IPR020635 - Tyrosine-protein kinase, catalytic domain",True
Wban_03372,Does not have InterPro domains related to GO:0003824,False
Wban_03373,Does not have InterPro domains related to GO:0003824,False
Wban_03374,Does not have InterPro domains related to GO:0003824,False
Wban_03375,Does not have InterPro domains related to GO:0003824,False
Wban_03376,Does not have InterPro domains related to GO:0003824,False
Wban_03377,Does not have InterPro domains related to GO:0003824,False
Wban_03378,Does not have InterPro domains related to GO:0003824,False
Wban_03379,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000242 - Tyrosine-specific protein phosphatase, PTPase domain",True
