Gene stable ID,Genome name,Transcript stable ID,Transcript biotype,Gene description,CDS_max
TTRE11173,Trichuris trichiura (PRJEB535),TTRE11173_t1,protein_coding,,501
TTRE11174,Trichuris trichiura (PRJEB535),TTRE11174_t1,protein_coding,,1032
TTRE11175,Trichuris trichiura (PRJEB535),TTRE11175_t1,protein_coding,,633
TTRE11176,Trichuris trichiura (PRJEB535),TTRE11176_t1,protein_coding,,1020
TTRE11177,Trichuris trichiura (PRJEB535),TTRE11177_t1,protein_coding,,876
TTRE11178,Trichuris trichiura (PRJEB535),TTRE11178_t1,protein_coding,,4971
TTRE11179,Trichuris trichiura (PRJEB535),TTRE11179_t1,protein_coding,,612
TTRE1118,Trichuris trichiura (PRJEB535),TTRE1118_t1,protein_coding,Frizzled-4  [Source:UniProtKB/TrEMBL;Acc:A0A077Z9D7],1785
TTRE11180,Trichuris trichiura (PRJEB535),TTRE11180_t1,protein_coding,,813
TTRE11181,Trichuris trichiura (PRJEB535),TTRE11181_t1,protein_coding,,1038
TTRE11182,Trichuris trichiura (PRJEB535),TTRE11182_t1,protein_coding,,576
TTRE11183,Trichuris trichiura (PRJEB535),TTRE11183_t1,protein_coding,,651
TTRE11184,Trichuris trichiura (PRJEB535),TTRE11184_t1,protein_coding,,870
TTRE11185,Trichuris trichiura (PRJEB535),TTRE11185_t1,protein_coding,,690
TTRE11186,Trichuris trichiura (PRJEB535),TTRE11186_t1,protein_coding,,1620
TTRE11187,Trichuris trichiura (PRJEB535),TTRE11187_t1,protein_coding,,1443
TTRE11188,Trichuris trichiura (PRJEB535),TTRE11188_t1,protein_coding,,1674
TTRE11189,Trichuris trichiura (PRJEB535),TTRE11189_t1,protein_coding,,261
TTRE1119,Trichuris trichiura (PRJEB535),TTRE1119_t1,protein_coding,,561
TTRE11190,Trichuris trichiura (PRJEB535),TTRE11190_t1,protein_coding,,4158
TTRE11191,Trichuris trichiura (PRJEB535),TTRE11191_t1,protein_coding,,441
TTRE11192,Trichuris trichiura (PRJEB535),TTRE11192_t1,protein_coding,,447
TTRE11193,Trichuris trichiura (PRJEB535),TTRE11193_t1,protein_coding,,1131
TTRE11194,Trichuris trichiura (PRJEB535),TTRE11194_t1,protein_coding,,681
TTRE11195,Trichuris trichiura (PRJEB535),TTRE11195_t1,protein_coding,,675
TTRE11196,Trichuris trichiura (PRJEB535),TTRE11196_t1,protein_coding,,1335
TTRE11197,Trichuris trichiura (PRJEB535),TTRE11197_t1,protein_coding,,243
TTRE11198,Trichuris trichiura (PRJEB535),TTRE11198_t1,protein_coding,,1482
TTRE112,Trichuris trichiura (PRJEB535),TTRE112_t1,protein_coding,,1938
TTRE1120,Trichuris trichiura (PRJEB535),TTRE1120_t1,protein_coding,,1674
TTRE11200,Trichuris trichiura (PRJEB535),TTRE11200_t1,protein_coding,,243
TTRE11201,Trichuris trichiura (PRJEB535),TTRE11201_t1,protein_coding,,783
TTRE11202,Trichuris trichiura (PRJEB535),TTRE11202_t1,protein_coding,,519
TTRE11203,Trichuris trichiura (PRJEB535),TTRE11203_t1,protein_coding,,285
TTRE11204,Trichuris trichiura (PRJEB535),TTRE11204_t1,protein_coding,,681
TTRE11205,Trichuris trichiura (PRJEB535),TTRE11205_t1,protein_coding,,480
TTRE11206,Trichuris trichiura (PRJEB535),TTRE11206_t1,protein_coding,,471
TTRE11207,Trichuris trichiura (PRJEB535),TTRE11207_t1,protein_coding,,450
TTRE11208,Trichuris trichiura (PRJEB535),TTRE11208_t1,protein_coding,,243
TTRE11209,Trichuris trichiura (PRJEB535),TTRE11209_t1,protein_coding,,708
TTRE1121,Trichuris trichiura (PRJEB535),TTRE1121_t2,protein_coding,,1278
TTRE11210,Trichuris trichiura (PRJEB535),TTRE11210_t1,protein_coding,,1146
TTRE11211,Trichuris trichiura (PRJEB535),TTRE11211_t1,protein_coding,,741
TTRE11212,Trichuris trichiura (PRJEB535),TTRE11212_t1,protein_coding,,549
TTRE11213,Trichuris trichiura (PRJEB535),TTRE11213_t1,protein_coding,,2289
TTRE11214,Trichuris trichiura (PRJEB535),TTRE11214_t1,protein_coding,,363
TTRE11215,Trichuris trichiura (PRJEB535),TTRE11215_t1,protein_coding,,516
TTRE11216,Trichuris trichiura (PRJEB535),TTRE11216_t1,protein_coding,,591
TTRE11217,Trichuris trichiura (PRJEB535),TTRE11217_t1,protein_coding,,330
TTRE11218,Trichuris trichiura (PRJEB535),TTRE11218_t1,protein_coding,,681
TTRE11219,Trichuris trichiura (PRJEB535),TTRE11219_t1,protein_coding,,2130
TTRE1122,Trichuris trichiura (PRJEB535),TTRE1122_t1,protein_coding,FMRFamide receptor  [Source:UniProtKB/TrEMBL;Acc:A0A077ZB07],1287
TTRE11221,Trichuris trichiura (PRJEB535),TTRE11221_t1,protein_coding,,771
TTRE11222,Trichuris trichiura (PRJEB535),TTRE11222_t1,protein_coding,,2193
TTRE11223,Trichuris trichiura (PRJEB535),TTRE11223_t1,protein_coding,,450
TTRE11224,Trichuris trichiura (PRJEB535),TTRE11224_t1,protein_coding,,372
TTRE11225,Trichuris trichiura (PRJEB535),TTRE11225_t1,protein_coding,,1596
TTRE11226,Trichuris trichiura (PRJEB535),TTRE11226_t1,protein_coding,,735
TTRE11227,Trichuris trichiura (PRJEB535),TTRE11227_t1,protein_coding,,489
TTRE11228,Trichuris trichiura (PRJEB535),TTRE11228_t1,protein_coding,,4842
TTRE11229,Trichuris trichiura (PRJEB535),TTRE11229_t1,protein_coding,DUF1180 domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077YY75],363
TTRE1123,Trichuris trichiura (PRJEB535),TTRE1123_t1,protein_coding,,603
TTRE11230,Trichuris trichiura (PRJEB535),TTRE11230_t1,protein_coding,,435
TTRE11231,Trichuris trichiura (PRJEB535),TTRE11231_t1,protein_coding,,567
TTRE11232,Trichuris trichiura (PRJEB535),TTRE11232_t1,protein_coding,,333
TTRE11233,Trichuris trichiura (PRJEB535),TTRE11233_t1,protein_coding,PALP domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077YWH6],999
TTRE11234,Trichuris trichiura (PRJEB535),TTRE11234_t1,protein_coding,,201
TTRE11235,Trichuris trichiura (PRJEB535),TTRE11235_t1,protein_coding,ATP binding cassette sub family A  [Source:UniProtKB/TrEMBL;Acc:A0A077Z1D0],5064
TTRE11236,Trichuris trichiura (PRJEB535),TTRE11236_t1,protein_coding,,300
TTRE11237,Trichuris trichiura (PRJEB535),TTRE11237_t1,protein_coding,,3147
TTRE11238,Trichuris trichiura (PRJEB535),TTRE11238_t1,protein_coding,,2424
TTRE11239,Trichuris trichiura (PRJEB535),TTRE11239_t1,protein_coding,,513
TTRE1124,Trichuris trichiura (PRJEB535),TTRE1124_t2,protein_coding,Ribosome biogenesis protein NSA2 homolog  [Source:UniProtKB/TrEMBL;Acc:A0A077ZBJ2],783
TTRE11240,Trichuris trichiura (PRJEB535),TTRE11240_t1,protein_coding,SEA domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZEF7],393
TTRE11241,Trichuris trichiura (PRJEB535),TTRE11241_t1,protein_coding,Cap binding protein 80  [Source:UniProtKB/TrEMBL;Acc:A0A077ZBZ7],2325
TTRE11242,Trichuris trichiura (PRJEB535),TTRE11242_t1,protein_coding,,1080
TTRE11243,Trichuris trichiura (PRJEB535),TTRE11243_t1,protein_coding,,651
TTRE11244,Trichuris trichiura (PRJEB535),TTRE11244_t1,protein_coding,,315
TTRE11245,Trichuris trichiura (PRJEB535),TTRE11245_t1,protein_coding,,1029
TTRE11246,Trichuris trichiura (PRJEB535),TTRE11246_t1,protein_coding,,516
TTRE11247,Trichuris trichiura (PRJEB535),TTRE11247_t1,protein_coding,,423
TTRE11248,Trichuris trichiura (PRJEB535),TTRE11248_t1,protein_coding,,369
TTRE11249,Trichuris trichiura (PRJEB535),TTRE11249_t1,protein_coding,,1485
TTRE1125,Trichuris trichiura (PRJEB535),TTRE1125_t1,protein_coding,,219
TTRE11250,Trichuris trichiura (PRJEB535),TTRE11250_t1,protein_coding,,318
TTRE11251,Trichuris trichiura (PRJEB535),TTRE11251_t1,protein_coding,,9165
TTRE11252,Trichuris trichiura (PRJEB535),TTRE11252_t1,protein_coding,,1275
TTRE11253,Trichuris trichiura (PRJEB535),TTRE11253_t1,protein_coding,,264
TTRE11254,Trichuris trichiura (PRJEB535),TTRE11254_t1,protein_coding,CTD nuclear envelope phosphatase 1  [Source:UniProtKB/TrEMBL;Acc:A0A077ZD83],816
TTRE11255,Trichuris trichiura (PRJEB535),TTRE11255_t1,protein_coding,Miro domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZD45],714
TTRE11256,Trichuris trichiura (PRJEB535),TTRE11256_t1,protein_coding,,4074
TTRE11257,Trichuris trichiura (PRJEB535),TTRE11257_t1,protein_coding,,339
TTRE11258,Trichuris trichiura (PRJEB535),TTRE11258_t1,protein_coding,,246
TTRE11259,Trichuris trichiura (PRJEB535),TTRE11259_t1,protein_coding,,234
TTRE1126,Trichuris trichiura (PRJEB535),TTRE1126_t1,protein_coding,,2169
TTRE11260,Trichuris trichiura (PRJEB535),TTRE11260_t1,protein_coding,,864
TTRE11261,Trichuris trichiura (PRJEB535),TTRE11261_t1,protein_coding,PAS 11 and HLH domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z2I8],1695
TTRE11262,Trichuris trichiura (PRJEB535),TTRE11262_t1,protein_coding,,333
TTRE11263,Trichuris trichiura (PRJEB535),TTRE11263_t1,protein_coding,,306
TTRE11264,Trichuris trichiura (PRJEB535),TTRE11264_t1,protein_coding,,363
TTRE11265,Trichuris trichiura (PRJEB535),TTRE11265_t1,protein_coding,Splicing factor 3B subunit 3  [Source:UniProtKB/TrEMBL;Acc:A0A077Z2I3],3630
TTRE11266,Trichuris trichiura (PRJEB535),TTRE11266_t1,protein_coding,,702
TTRE11267,Trichuris trichiura (PRJEB535),TTRE11267_t1,protein_coding,,2145
TTRE11268,Trichuris trichiura (PRJEB535),TTRE11268_t1,protein_coding,,1458
TTRE11269,Trichuris trichiura (PRJEB535),TTRE11269_t1,protein_coding,,324
TTRE11270,Trichuris trichiura (PRJEB535),TTRE11270_t1,protein_coding,,999
TTRE11271,Trichuris trichiura (PRJEB535),TTRE11271_t1,protein_coding,,375
TTRE11272,Trichuris trichiura (PRJEB535),TTRE11272_t1,protein_coding,,312
TTRE11273,Trichuris trichiura (PRJEB535),TTRE11273_t1,protein_coding,,585
TTRE11274,Trichuris trichiura (PRJEB535),TTRE11274_t1,protein_coding,,1431
TTRE11275,Trichuris trichiura (PRJEB535),TTRE11275_t1,protein_coding,,318
TTRE11276,Trichuris trichiura (PRJEB535),TTRE11276_t1,protein_coding,,318
TTRE11277,Trichuris trichiura (PRJEB535),TTRE11277_t1,protein_coding,,873
TTRE11278,Trichuris trichiura (PRJEB535),TTRE11278_t1,protein_coding,,1350
TTRE11279,Trichuris trichiura (PRJEB535),TTRE11279_t1,protein_coding,Pyridoxal kinase  [Source:UniProtKB/TrEMBL;Acc:A0A077YWQ3],936
TTRE1128,Trichuris trichiura (PRJEB535),TTRE1128_t1,protein_coding,Solute carrier family 35 member F5  [Source:UniProtKB/TrEMBL;Acc:A0A077Z835],1401
TTRE11280,Trichuris trichiura (PRJEB535),TTRE11280_t1,protein_coding,,669
TTRE11281,Trichuris trichiura (PRJEB535),TTRE11281_t1,protein_coding,,486
TTRE11282,Trichuris trichiura (PRJEB535),TTRE11282_t1,protein_coding,Ribonuclease kappa  [Source:UniProtKB/TrEMBL;Acc:A0A077YUV9],297
TTRE11283,Trichuris trichiura (PRJEB535),TTRE11283_t1,protein_coding,,213
TTRE11284,Trichuris trichiura (PRJEB535),TTRE11284_t1,protein_coding,,243
TTRE11285,Trichuris trichiura (PRJEB535),TTRE11285_t1,protein_coding,,1623
TTRE11286,Trichuris trichiura (PRJEB535),TTRE11286_t1,protein_coding,,1068
TTRE11287,Trichuris trichiura (PRJEB535),TTRE11287_t1,protein_coding,Tau tubulin kinase 1  [Source:UniProtKB/TrEMBL;Acc:A0A077YWN8],981
TTRE11288,Trichuris trichiura (PRJEB535),TTRE11288_t1,protein_coding,,1386
TTRE11289,Trichuris trichiura (PRJEB535),TTRE11289_t1,protein_coding,,324
TTRE1129,Trichuris trichiura (PRJEB535),TTRE1129_t1,protein_coding,,855
TTRE11290,Trichuris trichiura (PRJEB535),TTRE11290_t1,protein_coding,,1350
TTRE11291,Trichuris trichiura (PRJEB535),TTRE11291_t1,protein_coding,,1401
TTRE11292,Trichuris trichiura (PRJEB535),TTRE11292_t1,protein_coding,Ras protein Rab 5C  [Source:UniProtKB/TrEMBL;Acc:A0A077YUU2],657
TTRE11293,Trichuris trichiura (PRJEB535),TTRE11293_t1,protein_coding,,1140
TTRE11294,Trichuris trichiura (PRJEB535),TTRE11294_t1,protein_coding,,414
TTRE11295,Trichuris trichiura (PRJEB535),TTRE11295_t1,protein_coding,,228
TTRE11296,Trichuris trichiura (PRJEB535),TTRE11296_t1,protein_coding,,294
TTRE11297,Trichuris trichiura (PRJEB535),TTRE11297_t1,protein_coding,,1071
TTRE11298,Trichuris trichiura (PRJEB535),TTRE11298_t1,protein_coding,,549
TTRE11299,Trichuris trichiura (PRJEB535),TTRE11299_t1,protein_coding,,2529
TTRE113,Trichuris trichiura (PRJEB535),TTRE113_t1,protein_coding,,732
TTRE1130,Trichuris trichiura (PRJEB535),TTRE1130_t1,protein_coding,Solute carrier family 35 member B1  [Source:UniProtKB/TrEMBL;Acc:A0A077ZL22],1029
TTRE11300,Trichuris trichiura (PRJEB535),TTRE11300_t1,protein_coding,EST1 DNA bind domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z332],2268
TTRE11301,Trichuris trichiura (PRJEB535),TTRE11301_t1,protein_coding,Spermidine synthase  [Source:UniProtKB/TrEMBL;Acc:A0A077Z3L8],885
TTRE11302,Trichuris trichiura (PRJEB535),TTRE11302_t1,protein_coding,HU-HIG domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZB95],336
TTRE11303,Trichuris trichiura (PRJEB535),TTRE11303_t1,protein_coding,Snurportin-1  [Source:UniProtKB/TrEMBL;Acc:A0A077ZCN3],1026
TTRE11304,Trichuris trichiura (PRJEB535),TTRE11304_t1,protein_coding,V-type proton ATPase subunit G  [Source:UniProtKB/TrEMBL;Acc:A0A077Z994],351
TTRE11305,Trichuris trichiura (PRJEB535),TTRE11305_t1,protein_coding,S4 domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z7A0],654
TTRE11306,Trichuris trichiura (PRJEB535),TTRE11306_t2,protein_coding,Cysteine protease  [Source:UniProtKB/TrEMBL;Acc:A0A077Z811],1608
TTRE11307,Trichuris trichiura (PRJEB535),TTRE11307_t1,protein_coding,Autophagy act C domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z7A4],492
TTRE11308,Trichuris trichiura (PRJEB535),TTRE11308_t1,protein_coding,CPG4 domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z9A2],918
TTRE11309,Trichuris trichiura (PRJEB535),TTRE11309_t1,protein_coding,,1536
TTRE1131,Trichuris trichiura (PRJEB535),TTRE1131_t1,protein_coding,GTP binding protein SAR1b  [Source:UniProtKB/TrEMBL;Acc:A0A077Z704],582
TTRE11310,Trichuris trichiura (PRJEB535),TTRE11310_t1,protein_coding,,519
TTRE11311,Trichuris trichiura (PRJEB535),TTRE11311_t1,protein_coding,MBOAT family protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z3J3],1467
TTRE11312,Trichuris trichiura (PRJEB535),TTRE11312_t1,protein_coding,Cyt-b5 domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z3I9],426
TTRE11313,Trichuris trichiura (PRJEB535),TTRE11313_t1,protein_coding,,873
TTRE11314,Trichuris trichiura (PRJEB535),TTRE11314_t1,protein_coding,,219
TTRE11315,Trichuris trichiura (PRJEB535),TTRE11315_t1,protein_coding,,219
TTRE11316,Trichuris trichiura (PRJEB535),TTRE11316_t1,protein_coding,,663
TTRE11317,Trichuris trichiura (PRJEB535),TTRE11317_t1,protein_coding,,987
TTRE11318,Trichuris trichiura (PRJEB535),TTRE11318_t1,protein_coding,,375
TTRE11319,Trichuris trichiura (PRJEB535),TTRE11319_t1,protein_coding,La protein 4  [Source:UniProtKB/TrEMBL;Acc:A0A077Z6U8],3270
TTRE1132,Trichuris trichiura (PRJEB535),TTRE1132_t1,protein_coding,,1335
TTRE11320,Trichuris trichiura (PRJEB535),TTRE11320_t1,protein_coding,,276
TTRE11321,Trichuris trichiura (PRJEB535),TTRE11321_t1,protein_coding,,393
TTRE11322,Trichuris trichiura (PRJEB535),TTRE11322_t1,protein_coding,Adenomatous polyposis coli protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZMW9],3696
TTRE11323,Trichuris trichiura (PRJEB535),TTRE11323_t1,protein_coding,,990
TTRE11324,Trichuris trichiura (PRJEB535),TTRE11324_t1,protein_coding,,1485
TTRE11325,Trichuris trichiura (PRJEB535),TTRE11325_t1,protein_coding,,381
TTRE11326,Trichuris trichiura (PRJEB535),TTRE11326_t1,protein_coding,,372
TTRE11327,Trichuris trichiura (PRJEB535),TTRE11327_t1,protein_coding,,1461
TTRE11328,Trichuris trichiura (PRJEB535),TTRE11328_t1,protein_coding,,252
TTRE11329,Trichuris trichiura (PRJEB535),TTRE11329_t1,protein_coding,Globin family protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZC87],648
TTRE1133,Trichuris trichiura (PRJEB535),TTRE1133_t1,protein_coding,Tuftelin interacting protein 11  [Source:UniProtKB/TrEMBL;Acc:A0A077Z1Y9],2373
TTRE11330,Trichuris trichiura (PRJEB535),TTRE11330_t1,protein_coding,Protein phosphatase 1 regulatory subunit 15A  [Source:UniProtKB/TrEMBL;Acc:A0A077Z6Z5],729
TTRE11331,Trichuris trichiura (PRJEB535),TTRE11331_t1,protein_coding,,387
TTRE11332,Trichuris trichiura (PRJEB535),TTRE11332_t1,protein_coding,,603
TTRE11333,Trichuris trichiura (PRJEB535),TTRE11333_t1,protein_coding,,243
TTRE11334,Trichuris trichiura (PRJEB535),TTRE11334_t1,protein_coding,,1974
TTRE11335,Trichuris trichiura (PRJEB535),TTRE11335_t1,protein_coding,,678
TTRE11336,Trichuris trichiura (PRJEB535),TTRE11336_t1,protein_coding,,747
TTRE11337,Trichuris trichiura (PRJEB535),TTRE11337_t1,protein_coding,Metastasis suppressor protein 1  [Source:UniProtKB/TrEMBL;Acc:A0A077ZEX3],1788
TTRE11338,Trichuris trichiura (PRJEB535),TTRE11338_t1,protein_coding,,357
TTRE11339,Trichuris trichiura (PRJEB535),TTRE11339_t1,protein_coding,Na/Pi cotransporter family protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z7N4],672
TTRE1134,Trichuris trichiura (PRJEB535),TTRE1134_t1,protein_coding,,1860
TTRE11340,Trichuris trichiura (PRJEB535),TTRE11340_t1,protein_coding,,987
TTRE11341,Trichuris trichiura (PRJEB535),TTRE11341_t1,protein_coding,rRNA-processing protein CGR1  [Source:UniProtKB/TrEMBL;Acc:A0A077Z7P0],741
TTRE11342,Trichuris trichiura (PRJEB535),TTRE11342_t1,protein_coding,,318
TTRE11343,Trichuris trichiura (PRJEB535),TTRE11343_t1,protein_coding,,906
TTRE11344,Trichuris trichiura (PRJEB535),TTRE11344_t1,protein_coding,,315
TTRE11345,Trichuris trichiura (PRJEB535),TTRE11345_t1,protein_coding,,369
TTRE11346,Trichuris trichiura (PRJEB535),TTRE11346_t1,protein_coding,,396
TTRE11347,Trichuris trichiura (PRJEB535),TTRE11347_t1,protein_coding,,204
TTRE11348,Trichuris trichiura (PRJEB535),TTRE11348_t1,protein_coding,,243
TTRE11349,Trichuris trichiura (PRJEB535),TTRE11349_t1,protein_coding,,243
TTRE1135,Trichuris trichiura (PRJEB535),TTRE1135_t1,protein_coding,Methylmalonic aciduria and homocystinuria type D  [Source:UniProtKB/TrEMBL;Acc:A0A077YZ88],822
TTRE11350,Trichuris trichiura (PRJEB535),TTRE11350_t1,protein_coding,,369
TTRE11351,Trichuris trichiura (PRJEB535),TTRE11351_t1,protein_coding,,564
TTRE11352,Trichuris trichiura (PRJEB535),TTRE11352_t1,protein_coding,Serine/threonine-protein phosphatase  [Source:UniProtKB/TrEMBL;Acc:A0A077ZB21],903
TTRE11353,Trichuris trichiura (PRJEB535),TTRE11353_t1,protein_coding,,309
TTRE11354,Trichuris trichiura (PRJEB535),TTRE11354_t1,protein_coding,,2898
TTRE11355,Trichuris trichiura (PRJEB535),TTRE11355_t1,protein_coding,Shaker cognate isoform putative potassium voltag e gated channel protein shaw  [Source:UniProtKB/TrEMBL;Acc:A0A077Z895],1413
TTRE11356,Trichuris trichiura (PRJEB535),TTRE11356_t1,protein_coding,AP 3 complex subunit sigma 2  [Source:UniProtKB/TrEMBL;Acc:A0A077Z5W7],576
TTRE11357,Trichuris trichiura (PRJEB535),TTRE11357_t1,protein_coding,,348
TTRE11358,Trichuris trichiura (PRJEB535),TTRE11358_t1,protein_coding,,351
TTRE11359,Trichuris trichiura (PRJEB535),TTRE11359_t1,protein_coding,,420
TTRE1136,Trichuris trichiura (PRJEB535),TTRE1136_t2,protein_coding,,2385
TTRE11360,Trichuris trichiura (PRJEB535),TTRE11360_t1,protein_coding,,300
TTRE11361,Trichuris trichiura (PRJEB535),TTRE11361_t1,protein_coding,,327
TTRE11362,Trichuris trichiura (PRJEB535),TTRE11362_t1,protein_coding,,312
TTRE11363,Trichuris trichiura (PRJEB535),TTRE11363_t1,protein_coding,Transmembrane protein 201  [Source:UniProtKB/TrEMBL;Acc:A0A077ZC51],1659
TTRE11364,Trichuris trichiura (PRJEB535),TTRE11364_t1,protein_coding,Leptin receptor protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z9K6],405
TTRE11365,Trichuris trichiura (PRJEB535),TTRE11365_t1,protein_coding,,528
TTRE11366,Trichuris trichiura (PRJEB535),TTRE11366_t1,protein_coding,,1587
TTRE11367,Trichuris trichiura (PRJEB535),TTRE11367_t1,protein_coding,,276
TTRE11368,Trichuris trichiura (PRJEB535),TTRE11368_t1,protein_coding,,879
TTRE11369,Trichuris trichiura (PRJEB535),TTRE11369_t1,protein_coding,,432
TTRE1137,Trichuris trichiura (PRJEB535),TTRE1137_t1,protein_coding,Epimerase family protein SDR39U1  [Source:UniProtKB/TrEMBL;Acc:A0A077ZF59],897
TTRE11370,Trichuris trichiura (PRJEB535),TTRE11370_t1,protein_coding,Transporter  [Source:UniProtKB/TrEMBL;Acc:A0A077Z5Q8],1782
TTRE11371,Trichuris trichiura (PRJEB535),TTRE11371_t1,protein_coding,,297
TTRE11372,Trichuris trichiura (PRJEB535),TTRE11372_t1,protein_coding,5'-deoxynucleotidase HDDC2  [Source:UniProtKB/TrEMBL;Acc:A0A077Z9V5],630
TTRE11373,Trichuris trichiura (PRJEB535),TTRE11373_t1,protein_coding,,342
TTRE11374,Trichuris trichiura (PRJEB535),TTRE11374_t1,protein_coding,,312
TTRE11375,Trichuris trichiura (PRJEB535),TTRE11375_t1,protein_coding,,399
TTRE11376,Trichuris trichiura (PRJEB535),TTRE11376_t1,protein_coding,,582
TTRE11377,Trichuris trichiura (PRJEB535),TTRE11377_t1,protein_coding,,3609
TTRE11378,Trichuris trichiura (PRJEB535),TTRE11378_t1,protein_coding,,1416
TTRE11379,Trichuris trichiura (PRJEB535),TTRE11379_t1,protein_coding,NICE-3 domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZC70],753
TTRE1138,Trichuris trichiura (PRJEB535),TTRE1138_t1,protein_coding,Cation efflux family protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZC71],1086
TTRE11380,Trichuris trichiura (PRJEB535),TTRE11380_t1,protein_coding,Methylenetetrahydrofolate reductase  [Source:UniProtKB/TrEMBL;Acc:A0A077ZEP2],1953
TTRE11381,Trichuris trichiura (PRJEB535),TTRE11381_t1,protein_coding,,669
TTRE11382,Trichuris trichiura (PRJEB535),TTRE11382_t1,protein_coding,,654
TTRE11383,Trichuris trichiura (PRJEB535),TTRE11383_t1,protein_coding,,1101
TTRE11384,Trichuris trichiura (PRJEB535),TTRE11384_t1,protein_coding,,375
TTRE11385,Trichuris trichiura (PRJEB535),TTRE11385_t1,protein_coding,,312
TTRE11386,Trichuris trichiura (PRJEB535),TTRE11386_t1,protein_coding,,1272
TTRE11387,Trichuris trichiura (PRJEB535),TTRE11387_t1,protein_coding,,381
TTRE11388,Trichuris trichiura (PRJEB535),TTRE11388_t1,protein_coding,,918
TTRE11389,Trichuris trichiura (PRJEB535),TTRE11389_t1,protein_coding,,642
TTRE1139,Trichuris trichiura (PRJEB535),TTRE1139_t1,protein_coding,KH 1 domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZGV0],2283
