Gene stable ID,principal_transcript_id,principal_cds_length,principal_isoform_type,gene_description,genome_name,transcript_biotype,species,Human gene stable ID,Human gene name,Homology type,% identity,Human % identity,lacks_WBP_human_orthologue,lacks_WBP_human_orthologue_evidence,best_WBP_human_orthologue_lt_40pct_identity,best_WBP_human_orthologue_lt_40pct_identity_evidence
TTRE225,TTRE225_t1,819,protein_coding,[histone H3]-trimethyl-L-lysine(4) demethylase  [Source:UniProtKB/TrEMBL;Acc:A0A077YX30],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000117139,KDM5B,ortholog_many2many,27.3871,23.9637,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: KDM5B",True,Best human orthologue in WormBase ParaSite has < 40% identity: KDM5B 27.3871%
TTRE2250,TTRE2250_t1,1295,protein_coding,DUF4470 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZLK5],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE2251,TTRE2251_t1,263,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000123983,ACSL3,ortholog_many2many,44.3995,45.6944,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: ACSL3",False,Best human orthologue found in WormBase Parasite has >= 40% identity: ACSL3 44.3995%
TTRE2252,TTRE2252_t1,819,protein_coding,GKAP domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077YYT1],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000198010,DLGAP2,ortholog_one2many,13.37,6.91943,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: DLGAP2",True,Best human orthologue in WormBase ParaSite has < 40% identity: DLGAP2 13.37%
TTRE2253,TTRE2253_t1,296,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000166913,YWHAB,ortholog_one2many,76.0,77.2358,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: YWHAB",False,Best human orthologue found in WormBase Parasite has >= 40% identity: YWHAB 76.0%
TTRE2254,TTRE2254_t1,363,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000130414,NDUFA10,ortholog_one2one,24.2697,30.4225,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: NDUFA10",True,Best human orthologue in WormBase ParaSite has < 40% identity: NDUFA10 24.2697%
TTRE2255,TTRE2255_t1,406,protein_coding,Reticulon-like protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z7P1],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE2256,TTRE2256_t1,171,protein_coding,Rad60-SLD domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z701],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE2257,TTRE2257_t1,273,protein_coding,"Beta 1,4 galactosyltransferase 3  [Source:UniProtKB/TrEMBL;Acc:A0A077YZD9]",Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000121578,B4GALT4,ortholog_many2many,32.9513,33.4302,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: B4GALT4",True,Best human orthologue in WormBase ParaSite has < 40% identity: B4GALT4 32.9513%
TTRE2258,TTRE2258_t1,914,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000157212,PAXIP1,ortholog_one2one,22.8961,28.2507,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: PAXIP1",True,Best human orthologue in WormBase ParaSite has < 40% identity: PAXIP1 22.8961%
TTRE2259,TTRE2259_t1,503,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE226,TTRE226_t1,309,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000112531,QKI,ortholog_many2many,15.9251,19.9413,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: QKI",True,Best human orthologue in WormBase ParaSite has < 40% identity: QKI 15.9251%
TTRE2260,TTRE2260_t1,1649,protein_coding,DNA polymerase alpha subunit B  [Source:UniProtKB/TrEMBL;Acc:A0A077ZID1],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000014138,POLA2,ortholog_one2one,27.1248,25.0836,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: POLA2",True,Best human orthologue in WormBase ParaSite has < 40% identity: POLA2 27.1248%
TTRE2261,TTRE2261_t1,631,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE2262,TTRE2262_t1,362,protein_coding,Acid ceramidase  [Source:UniProtKB/TrEMBL;Acc:A0A077Z1B3],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000104763,ASAH1,ortholog_one2one,40.404,40.5063,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: ASAH1",False,Best human orthologue found in WormBase Parasite has >= 40% identity: ASAH1 40.404%
TTRE2263,TTRE2263_t1,145,protein_coding,PH domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZDC6],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000021300,PLEKHB1,ortholog_one2many,28.125,22.2222,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: PLEKHB1",True,Best human orthologue in WormBase ParaSite has < 40% identity: PLEKHB1 28.125%
TTRE2264,TTRE2264_t1,353,protein_coding,Serine protease  [Source:UniProtKB/TrEMBL;Acc:A0A077ZA37],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000103023,PRSS54,ortholog_one2many,15.0289,13.1646,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: PRSS54",True,Best human orthologue in WormBase ParaSite has < 40% identity: PRSS54 15.0289%
TTRE2265,TTRE2265_t1,248,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000138668,HNRNPD,ortholog_many2many,31.746,16.9014,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: HNRNPD",True,Best human orthologue in WormBase ParaSite has < 40% identity: HNRNPD 31.746%
TTRE2266,TTRE2266_t2,385,protein_coding,Nucleolar protein 6  [Source:UniProtKB/TrEMBL;Acc:A0A077ZIT1],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000165271,NOL6,ortholog_one2one,23.8863,21.9895,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: NOL6",True,Best human orthologue in WormBase ParaSite has < 40% identity: NOL6 23.8863%
TTRE2267,TTRE2267_t1,1282,protein_coding,chitin synthase  [Source:UniProtKB/TrEMBL;Acc:A0A077YUY0],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE2268,TTRE2268_t1,902,protein_coding,Adh short domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z2B1],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000157326,DHRS4,ortholog_many2many,16.242,18.3453,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: DHRS4",True,Best human orthologue in WormBase ParaSite has < 40% identity: DHRS4 16.242%
TTRE2269,TTRE2269_t1,186,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000136754,ABI1,ortholog_one2many,38.9423,33.6798,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: ABI1",True,Best human orthologue in WormBase ParaSite has < 40% identity: ABI1 38.9423%
TTRE227,TTRE227_t1,216,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE2270,TTRE2270_t1,884,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000151657,KIN,ortholog_one2one,47.3973,44.0204,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: KIN",False,Best human orthologue found in WormBase Parasite has >= 40% identity: KIN 47.3973%
TTRE2271,TTRE2271_t1,1061,protein_coding,Putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase  [Source:UniProtKB/TrEMBL;Acc:A0A077ZGE2],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000068438,FTSJ1,ortholog_one2one,49.8584,53.4954,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: FTSJ1",False,Best human orthologue found in WormBase Parasite has >= 40% identity: FTSJ1 49.8584%
TTRE2272,TTRE2272_t1,875,protein_coding,Glycine N-acyltransferase-like protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZEQ0],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE2273,TTRE2273_t1,225,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE2274,TTRE2274_t1,230,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000262655,SPON1,ortholog_one2one,30.8446,31.2268,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SPON1",True,Best human orthologue in WormBase ParaSite has < 40% identity: SPON1 30.8446%
TTRE2275,TTRE2275_t1,1208,protein_coding,histone acetyltransferase  [Source:UniProtKB/TrEMBL;Acc:A0A077Z479],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000099954,CECR2,ortholog_many2many,3.9031,1.98087,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: CECR2",True,Best human orthologue in WormBase ParaSite has < 40% identity: CECR2 3.9031%
TTRE2276,TTRE2276_t1,272,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000119041,GTF3C3,ortholog_one2one,20.8333,20.8804,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: GTF3C3",True,Best human orthologue in WormBase ParaSite has < 40% identity: GTF3C3 20.8333%
TTRE2277,TTRE2277_t1,569,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE2278,TTRE2278_t1,377,protein_coding,WD repeat-containing protein 75  [Source:UniProtKB/TrEMBL;Acc:A0A077YZD6],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000137802,MAPKBP1,ortholog_many2many,7.8125,3.97878,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: MAPKBP1",True,Best human orthologue in WormBase ParaSite has < 40% identity: MAPKBP1 7.8125%
TTRE2279,TTRE2279_t1,245,protein_coding,Rab-GAP TBC domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZAK2],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE228,TTRE228_t1,364,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000111364,DDX55,ortholog_one2one,40.8377,39.0,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: DDX55",False,Best human orthologue found in WormBase Parasite has >= 40% identity: DDX55 40.8377%
TTRE2280,TTRE2280_t1,1181,protein_coding,Fucosyltransferase  [Source:UniProtKB/TrEMBL;Acc:A0A077Z5S4],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000156413,FUT6,ortholog_many2many,24.6819,27.0195,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: FUT6",True,Best human orthologue in WormBase ParaSite has < 40% identity: FUT6 24.6819%
TTRE2281,TTRE2281_t2,163,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE2282,TTRE2282_t1,878,protein_coding,Mitochondrial 2 oxodicarboxylate carrier  [Source:UniProtKB/TrEMBL;Acc:A0A077YZA5],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000183032,SLC25A21,ortholog_one2one,49.6575,48.495,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SLC25A21",False,Best human orthologue found in WormBase Parasite has >= 40% identity: SLC25A21 49.6575%
TTRE2283,TTRE2283_t1,248,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000105993,DNAJB6,ortholog_many2many,19.4946,16.5644,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: DNAJB6",True,Best human orthologue in WormBase ParaSite has < 40% identity: DNAJB6 19.4946%
TTRE2284,TTRE2284_t1,979,protein_coding,WW domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z5T5],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE2285,TTRE2285_t1,213,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE2286,TTRE2286_t1,196,protein_coding,40 kDa peptidyl prolyl cis trans isomerase  [Source:UniProtKB/TrEMBL;Acc:A0A077ZQ87],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000171497,PPID,ortholog_one2one,23.4501,23.5135,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: PPID",True,Best human orthologue in WormBase ParaSite has < 40% identity: PPID 23.4501%
TTRE2287,TTRE2287_t1,1088,protein_coding,Cation efflux family protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZIP7],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000164756,SLC30A8,ortholog_many2many,13.8122,13.5501,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SLC30A8",True,Best human orthologue in WormBase ParaSite has < 40% identity: SLC30A8 13.8122%
TTRE2288,TTRE2288_t1,381,protein_coding,KH 1 domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZA00],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE2289,TTRE2289_t1,1979,protein_coding,RING finger protein nhl 1  [Source:UniProtKB/TrEMBL;Acc:A0A077ZCI2],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000132481,TRIM47,ortholog_many2many,10.2463,16.3009,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TRIM47",True,Best human orthologue in WormBase ParaSite has < 40% identity: TRIM47 10.2463%
TTRE229,TTRE229_t1,252,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000105737,GRIK5,ortholog_many2many,22.9917,8.46939,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: GRIK5",True,Best human orthologue in WormBase ParaSite has < 40% identity: GRIK5 22.9917%
TTRE2290,TTRE2290_t1,97,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE2291,TTRE2291_t1,201,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000198917,SPOUT1,ortholog_one2one,44.2359,43.883,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SPOUT1",False,Best human orthologue found in WormBase Parasite has >= 40% identity: SPOUT1 44.2359%
TTRE2292,TTRE2292_t1,372,protein_coding,Heat shock protein 40  [Source:UniProtKB/TrEMBL;Acc:A0A077Z477],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000132002,DNAJB1,ortholog_many2many,51.6717,50.0,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: DNAJB1",False,Best human orthologue found in WormBase Parasite has >= 40% identity: DNAJB1 51.6717%
TTRE2293,TTRE2293_t1,741,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000085872,CHERP,ortholog_one2one,27.9365,19.214,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: CHERP",True,Best human orthologue in WormBase ParaSite has < 40% identity: CHERP 27.9365%
TTRE2294,TTRE2294_t1,867,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000286219,NOTCH2NLC,ortholog_many2many,6.54206,16.7235,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: NOTCH2NLC",True,Best human orthologue in WormBase ParaSite has < 40% identity: NOTCH2NLC 6.54206%
TTRE2295,TTRE2295_t1,1855,protein_coding,DUF3513 domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZAG8],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000111859,NEDD9,ortholog_one2many,17.0241,15.2278,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: NEDD9",True,Best human orthologue in WormBase ParaSite has < 40% identity: NEDD9 17.0241%
TTRE2296,TTRE2296_t1,227,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000083845,RPS5,ortholog_one2one,81.5166,84.3137,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: RPS5",False,Best human orthologue found in WormBase Parasite has >= 40% identity: RPS5 81.5166%
TTRE2297,TTRE2297_t1,371,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE2298,TTRE2298_t1,838,protein_coding,C2 domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077YZ09],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000132872,SYT4,ortholog_many2many,30.6998,32.0,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SYT4",True,Best human orthologue in WormBase ParaSite has < 40% identity: SYT4 30.6998%
TTRE2299,TTRE2299_t1,398,protein_coding,Pyruvate dehydrogenase E1 component subunit alpha  [Source:UniProtKB/TrEMBL;Acc:A0A077YYR5],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000131828,PDHA1,ortholog_one2many,50.7576,51.5385,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: PDHA1",False,Best human orthologue found in WormBase Parasite has >= 40% identity: PDHA1 50.7576%
TTRE23,TTRE23_t1,314,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000144290,SLC4A10,ortholog_many2many,35.9551,31.4848,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SLC4A10",True,Best human orthologue in WormBase ParaSite has < 40% identity: SLC4A10 35.9551%
